Sample	Chromosome	Start	End	N_Probes	CN
MEWO_SKIN	2	46276522	46425121	90	3
MEWO_SKIN	2	46429837	89130009	13158	2
MEWO_SKIN	2	89894182	113465330	4289	2
MEWO_SKIN	2	113467653	113847712	204	3
MEWO_SKIN	2	113848574	127841930	4273	2
MEWO_SKIN	2	127843193	132278640	1117	2
MEWO_SKIN	2	132312325	188775248	15972	2
MEWO_SKIN	2	188782216	231187379	12471	2
MEWO_SKIN	2	231187822	243048760	3771	2
MEWO_SKIN	3	70895	1172474	518	2
MEWO_SKIN	3	1175275	20725113	8160	2
MEWO_SKIN	3	20731953	42212734	7396	2
MEWO_SKIN	3	42213816	53022408	2069	2
MEWO_SKIN	3	53038786	65196307	5310	2
MEWO_SKIN	3	65216561	76454671	4083	2
MEWO_SKIN	3	76456574	76758806	130	1
MEWO_SKIN	3	76774297	90283951	2880	2
MEWO_SKIN	3	93543006	110133031	4015	3
MEWO_SKIN	3	110133332	119544615	3004	3
MEWO_SKIN	3	119551111	123699823	1092	2
MEWO_SKIN	3	123705842	126241795	903	3
MEWO_SKIN	3	126246635	134933616	2515	2
MEWO_SKIN	3	134939325	151079960	4524	2
MEWO_SKIN	3	151083067	166961478	4028	3
MEWO_SKIN	3	166965826	169213559	613	4
MEWO_SKIN	3	169216243	171712133	751	3
MEWO_SKIN	3	171721808	176561166	1545	2
MEWO_SKIN	3	176566550	183172642	1587	2
MEWO_SKIN	3	183180827	187629375	1410	2
MEWO_SKIN	3	187631078	191886363	1650	2
MEWO_SKIN	3	191894055	196450415	1165	2
MEWO_SKIN	3	196454053	197833758	258	3
MEWO_SKIN	4	69713	7641552	2430	2
MEWO_SKIN	4	7646256	8148159	203	1
MEWO_SKIN	4	8170283	10386973	627	2
MEWO_SKIN	4	10403545	20553357	3932	2
MEWO_SKIN	4	20568566	34765697	4367	2
MEWO_SKIN	4	34841364	43147514	2918	2
MEWO_SKIN	4	43148161	61934544	4179	2
MEWO_SKIN	4	61949061	69220383	1928	2
MEWO_SKIN	4	69591612	86975062	5218	2
MEWO_SKIN	4	86979147	90427876	918	2
MEWO_SKIN	4	90429792	103432974	3402	2
MEWO_SKIN	4	103443569	103719741	72	1
MEWO_SKIN	4	103732866	118950151	3949	2
MEWO_SKIN	4	118967196	119410382	89	3
MEWO_SKIN	4	119414431	133879686	3724	2
MEWO_SKIN	4	133884621	138178012	969	2
MEWO_SKIN	4	138183663	156954939	5193	2
MEWO_SKIN	4	156972015	166445457	2739	2
MEWO_SKIN	4	166449915	168182973	453	1
MEWO_SKIN	4	168211119	170734766	765	2
MEWO_SKIN	4	170737684	189120120	6249	1
MEWO_SKIN	4	189123917	190005035	308	2
MEWO_SKIN	4	190006491	190551104	165	1
MEWO_SKIN	4	190560239	190921709	57	2
MEWO_SKIN	5	51455	8702522	4045	2
MEWO_SKIN	5	8712548	15720478	2760	2
MEWO_SKIN	5	15723346	28720220	3339	2
MEWO_SKIN	5	28720692	127550252	27824	2
MEWO_SKIN	5	127552723	142074634	3935	2
MEWO_SKIN	5	142078069	168199301	9233	2
MEWO_SKIN	5	168202641	180692833	4367	2
MEWO_SKIN	6	203845	17805117	7764	3
MEWO_SKIN	6	17808321	25592651	3078	2
MEWO_SKIN	6	25601365	53924697	9137	2
MEWO_SKIN	6	53938311	72891063	4122	2
MEWO_SKIN	6	72899530	73188274	102	3
MEWO_SKIN	6	73192736	95483605	6611	2
MEWO_SKIN	6	95486776	95566986	22	1
MEWO_SKIN	6	95585040	103734825	2138	2
MEWO_SKIN	6	103765670	143863992	11947	2
MEWO_SKIN	6	143869867	163920573	7252	2
MEWO_SKIN	6	163934616	163969931	11	4
MEWO_SKIN	6	163977125	170918031	2877	2
MEWO_SKIN	7	44408	13871533	4807	2
MEWO_SKIN	7	13876707	13908250	18	1
MEWO_SKIN	7	13910748	24035127	4040	2
MEWO_SKIN	7	24048364	54373148	11050	2
MEWO_SKIN	7	54397486	72021471	3005	2
MEWO_SKIN	7	72043041	72313144	19	3
MEWO_SKIN	7	72754237	85210710	3131	2
MEWO_SKIN	7	85222045	97373669	3170	2
MEWO_SKIN	7	97404277	98451358	217	2
MEWO_SKIN	7	98474774	99792666	226	3
MEWO_SKIN	7	99807146	102102164	321	2
MEWO_SKIN	7	102351847	126043029	6085	2
MEWO_SKIN	7	126055187	143873377	5195	2
MEWO_SKIN	7	144074929	159119220	4831	1
MEWO_SKIN	8	164984	11857206	6844	2
MEWO_SKIN	8	11859740	20882240	4490	2
MEWO_SKIN	8	20886454	22293306	515	2
MEWO_SKIN	8	22300575	32456511	3799	2
MEWO_SKIN	8	32458978	32761948	117	1
MEWO_SKIN	8	32777122	43158481	2506	2
MEWO_SKIN	8	43193707	115425001	18410	2
MEWO_SKIN	8	115442421	115513289	26	1
MEWO_SKIN	8	115524783	137677221	8444	2
MEWO_SKIN	8	137677675	137862435	69	1
MEWO_SKIN	8	137863880	140254844	1142	2
MEWO_SKIN	8	140259197	146293414	1449	2
MEWO_SKIN	9	59985	5384069	3245	1
MEWO_SKIN	9	5385783	33576579	11936	1
MEWO_SKIN	9	33602824	39184065	1543	1
MEWO_SKIN	9	44795319	71458420	211	2
MEWO_SKIN	9	71461815	90895675	7118	1
MEWO_SKIN	9	90896077	102143101	3594	1
MEWO_SKIN	9	102146915	103452327	236	5
MEWO_SKIN	9	103467911	103493958	14	1
MEWO_SKIN	9	103501697	103769414	92	3
MEWO_SKIN	9	103770917	141071475	12639	2
MEWO_SKIN	10	135656	19249347	8997	2
MEWO_SKIN	10	19253761	20810038	701	2
MEWO_SKIN	10	20821896	43372261	6264	2
MEWO_SKIN	10	43375646	51818485	2038	2
MEWO_SKIN	10	52000536	68404939	5872	2
MEWO_SKIN	10	68406584	68527485	56	3
MEWO_SKIN	10	68531842	72482456	1304	2
MEWO_SKIN	10	72482819	73501556	475	2
MEWO_SKIN	10	73506129	81937705	2481	2
MEWO_SKIN	10	81938632	124322595	14557	2
MEWO_SKIN	10	124323252	135434551	4542	2
MEWO_SKIN	11	206767	2562231	422	2
MEWO_SKIN	11	2562501	18960115	6413	2
MEWO_SKIN	11	18972152	67525418	13379	2
MEWO_SKIN	11	67533785	69230421	334	3
MEWO_SKIN	11	69230454	76337181	1788	4
MEWO_SKIN	11	76337528	76568902	106	7
MEWO_SKIN	11	76569583	78190808	355	5
MEWO_SKIN	11	78202388	78331530	34	9
MEWO_SKIN	11	78341305	82008649	1690	1
MEWO_SKIN	11	82011901	117782195	12325	1
MEWO_SKIN	11	117784434	126390058	3219	1
MEWO_SKIN	11	126392022	126496555	63	4
MEWO_SKIN	11	126497529	134944770	3558	1
MEWO_SKIN	12	192220	13248157	4536	1
MEWO_SKIN	12	13248445	14068697	480	0
MEWO_SKIN	12	14071844	17845397	1098	3
MEWO_SKIN	12	17868233	17903344	17	6
MEWO_SKIN	12	17932644	29277137	4018	4
MEWO_SKIN	12	29296989	30879088	722	6
MEWO_SKIN	12	30884092	31385675	227	8
MEWO_SKIN	12	31387953	32044274	194	9
MEWO_SKIN	12	32053440	33267123	470	1
MEWO_SKIN	12	33268089	33379925	34	2
MEWO_SKIN	12	33399053	33902068	161	2
MEWO_SKIN	12	33908876	34835837	112	1
MEWO_SKIN	12	37857751	45899504	2231	2
MEWO_SKIN	12	45925755	55793235	2660	2
MEWO_SKIN	12	55809968	85818852	8833	2
MEWO_SKIN	12	85848802	85956738	26	3
MEWO_SKIN	12	85973023	91776944	1369	2
MEWO_SKIN	12	91777507	108240832	5889	2
MEWO_SKIN	12	108241025	108380105	58	6
MEWO_SKIN	12	108386858	133777645	8634	2
MEWO_SKIN	13	19212262	21550138	629	2
MEWO_SKIN	13	21554217	22312570	239	3
MEWO_SKIN	13	22313165	25209589	1429	2
MEWO_SKIN	13	25210287	25367301	64	4
MEWO_SKIN	13	25378476	32531624	3055	3
MEWO_SKIN	13	32540047	35507811	1177	3
MEWO_SKIN	13	35527282	39745992	1587	2
MEWO_SKIN	13	39759268	53046836	4414	2
MEWO_SKIN	13	53152135	98510373	13839	2
MEWO_SKIN	13	98527274	115106996	7054	2
MEWO_SKIN	14	20224003	26121252	2198	2
MEWO_SKIN	14	26128089	39413191	4084	2
MEWO_SKIN	14	39420693	39440924	16	1
MEWO_SKIN	14	39452827	52406500	3596	2
MEWO_SKIN	14	52410961	91134661	12662	2
MEWO_SKIN	14	91136062	91342681	77	3
MEWO_SKIN	14	91345778	107285437	4915	2
MEWO_SKIN	15	20143409	58081218	10660	2
MEWO_SKIN	15	58088504	101235365	14397	2
MEWO_SKIN	15	101238094	102400037	458	3
MEWO_SKIN	16	91010	27187669	9700	2
MEWO_SKIN	16	27192691	28632021	357	1
MEWO_SKIN	16	28825605	51383208	1596	2
MEWO_SKIN	16	51385984	55794951	1821	2
MEWO_SKIN	16	55853059	57807066	595	2
MEWO_SKIN	16	57810090	70124413	3345	2
MEWO_SKIN	16	70286550	78371608	2885	2
MEWO_SKIN	16	78381263	85951195	5155	2
MEWO_SKIN	16	85951354	90163275	1579	2
MEWO_SKIN	17	6888	6016819	1487	3
MEWO_SKIN	17	6017961	27857698	4922	2
MEWO_SKIN	17	27867315	30147884	322	1
MEWO_SKIN	17	30158644	31160367	168	2
MEWO_SKIN	17	31175103	34821058	1451	2
MEWO_SKIN	17	34823204	58250936	5688	2
MEWO_SKIN	17	58314853	66629181	1842	4
MEWO_SKIN	17	66633867	68090207	455	3
MEWO_SKIN	17	68093376	70400166	967	4
MEWO_SKIN	17	70414133	78369024	2374	3
MEWO_SKIN	17	78387507	78530300	35	1
MEWO_SKIN	17	78532225	79631416	236	4
MEWO_SKIN	17	79637637	81049726	212	1
MEWO_SKIN	18	100949	5961067	2326	2
MEWO_SKIN	18	5963763	15215871	3405	2
MEWO_SKIN	18	18560354	39907390	6366	2
MEWO_SKIN	18	39908057	58738938	6585	2
MEWO_SKIN	18	58743455	58781820	15	3
MEWO_SKIN	18	58785556	61313803	902	2
MEWO_SKIN	18	61331610	71502411	3779	2
MEWO_SKIN	18	71506696	77639585	2551	2
MEWO_SKIN	18	77673755	78015057	97	3
MEWO_SKIN	19	260970	8334939	1242	2
MEWO_SKIN	19	8378870	10520064	406	3
MEWO_SKIN	19	10546771	59095126	9917	2
MEWO_SKIN	20	69408	2992085	1308	2
MEWO_SKIN	20	2994534	3125017	36	3
MEWO_SKIN	20	3131488	7571907	1887	2
MEWO_SKIN	20	7586650	8134628	215	3
MEWO_SKIN	20	8144135	14786006	2747	2
MEWO_SKIN	20	14794361	45790961	9599	2
MEWO_SKIN	20	45792929	59562538	5708	3
MEWO_SKIN	20	59564091	62912463	950	3
MEWO_SKIN	21	14595264	25129909	3595	2
MEWO_SKIN	21	25131983	25333108	98	1
MEWO_SKIN	21	25339065	42728461	6803	2
MEWO_SKIN	21	42740949	45732466	1099	1
MEWO_SKIN	21	45755360	46160661	136	2
MEWO_SKIN	21	46173229	46458885	103	3
MEWO_SKIN	21	46461175	46630042	52	2
MEWO_SKIN	21	46641017	48084820	399	1
MEWO_SKIN	22	16055207	25918709	2295	2
MEWO_SKIN	22	25925078	26404375	248	3
MEWO_SKIN	22	26416570	26429336	14	1
MEWO_SKIN	22	26432526	36769685	3930	2
MEWO_SKIN	22	36770874	51199978	4668	2
MHHES1_BONE	1	564621	109559471	31983	3
MHHES1_BONE	1	109605378	192012070	17827	3
MHHES1_BONE	1	192030180	204830071	4015	4
MHHES1_BONE	1	204842180	249198692	16017	3
MHHES1_BONE	2	21833	95341388	30467	2
MHHES1_BONE	2	95358799	129629450	9204	3
MHHES1_BONE	2	129646448	159322626	8234	3
MHHES1_BONE	2	159338682	159532559	64	2
MHHES1_BONE	2	159537868	242718444	24460	3
MHHES1_BONE	2	242917306	243034519	27	1
MHHES1_BONE	3	70895	20638228	8636	1
MHHES1_BONE	3	20651459	40627099	6935	1
MHHES1_BONE	3	40629691	47659379	1953	2
MHHES1_BONE	3	47723045	85841824	12073	1
MHHES1_BONE	3	85842341	162849335	20111	2
MHHES1_BONE	3	162857637	162946222	28	1
MHHES1_BONE	3	162949680	197833758	9749	2
MHHES1_BONE	4	69713	17322823	6241	1
MHHES1_BONE	4	17325805	73812806	15436	2
MHHES1_BONE	4	73824010	74043830	41	3
MHHES1_BONE	4	74094500	87311760	4109	2
MHHES1_BONE	4	87340730	87645111	30	1
MHHES1_BONE	4	87665384	172837311	22710	2
MHHES1_BONE	4	172839141	173653100	215	3
MHHES1_BONE	4	173660458	190921709	5958	2
MHHES1_BONE	5	51455	21324508	8344	2
MHHES1_BONE	5	21386097	113149886	24614	2
MHHES1_BONE	5	113150183	180692833	22447	2
MHHES1_BONE	6	203845	48930865	18364	2
MHHES1_BONE	6	48947190	134257446	23623	2
MHHES1_BONE	6	134272072	170918031	12971	2
MHHES1_BONE	7	44408	42261540	15716	2
MHHES1_BONE	7	42270322	75348505	7367	2
MHHES1_BONE	7	75351138	133770607	15134	2
MHHES1_BONE	7	133806244	159119220	7807	2
MHHES1_BONE	8	164984	2322677	979	3
MHHES1_BONE	8	2347503	11934660	5856	2
MHHES1_BONE	8	12473558	13267468	420	3
MHHES1_BONE	8	13271982	24972187	5554	2
MHHES1_BONE	8	24991235	26566735	637	2
MHHES1_BONE	8	26568240	33363835	2452	2
MHHES1_BONE	8	33369082	38840591	1221	3
MHHES1_BONE	8	38866218	39494502	77	2
MHHES1_BONE	8	39504742	146293414	30541	3
MHHES1_BONE	9	59985	21948666	10889	2
MHHES1_BONE	9	21954953	22347405	126	1
MHHES1_BONE	9	22358974	44830239	5682	2
MHHES1_BONE	9	44866028	131425764	21455	3
MHHES1_BONE	9	131459648	141071475	2390	3
MHHES1_BONE	10	135656	47099869	16962	2
MHHES1_BONE	10	47109438	51818485	1010	2
MHHES1_BONE	10	52000536	135434551	29203	2
MHHES1_BONE	11	206767	4967230	1244	2
MHHES1_BONE	11	4978382	66335308	18801	2
MHHES1_BONE	11	66389686	134944770	23553	3
MHHES1_BONE	12	192220	16419405	5698	3
MHHES1_BONE	12	16428557	20208901	1181	3
MHHES1_BONE	12	20230357	33379925	4895	3
MHHES1_BONE	12	33399053	37969194	284	3
MHHES1_BONE	12	38105138	90482636	14707	3
MHHES1_BONE	12	90493557	133777645	14946	3
MHHES1_BONE	13	19212262	20119614	250	1
MHHES1_BONE	13	20127358	52782584	12308	1
MHHES1_BONE	13	52930045	115106996	20856	1
MHHES1_BONE	14	20224003	83673387	20111	2
MHHES1_BONE	14	83686415	107285437	7399	2
MHHES1_BONE	15	20143409	102400037	25465	2
MHHES1_BONE	16	91010	34441795	10371	2
MHHES1_BONE	16	34470704	34757071	31	3
MHHES1_BONE	16	34760967	90163275	16570	2
MHHES1_BONE	17	6888	4075334	947	3
MHHES1_BONE	17	4077485	22235650	5055	2
MHHES1_BONE	17	25313690	40322252	3539	1
MHHES1_BONE	17	40356360	44353885	757	2
MHHES1_BONE	17	44789285	81049726	9807	3
MHHES1_BONE	18	100949	78015057	25967	2
MHHES1_BONE	19	260970	59095126	11542	2
MHHES1_BONE	20	69408	62912463	22401	2
MHHES1_BONE	21	10971566	20056087	1719	2
MHHES1_BONE	21	20057678	20078424	16	3
MHHES1_BONE	21	20080934	48084820	10529	2
MHHES1_BONE	22	16055207	18655860	571	2
MHHES1_BONE	22	18877787	19006984	36	3
MHHES1_BONE	22	19030336	51199978	10530	2
NCIH1373_LUNG	1	564621	15485314	4025	2
NCIH1373_LUNG	1	15493910	33437042	4806	2
NCIH1373_LUNG	1	33443064	43102111	2660	4
NCIH1373_LUNG	1	43102844	58445767	4442	3
NCIH1373_LUNG	1	58448131	59129050	345	4
NCIH1373_LUNG	1	59133024	91800946	10763	3
NCIH1373_LUNG	1	91802783	145013754	8770	2
NCIH1373_LUNG	1	145235261	152552461	966	4
NCIH1373_LUNG	1	152590565	152881802	135	3
NCIH1373_LUNG	1	152889661	169924759	6261	3
NCIH1373_LUNG	1	169926371	170027498	29	2
NCIH1373_LUNG	1	170031854	249198692	26799	3
NCIH1373_LUNG	2	21833	35579691	12813	4
NCIH1373_LUNG	2	35581997	35615675	10	1
NCIH1373_LUNG	2	35622457	79813622	15455	4
NCIH1373_LUNG	2	79819821	180055857	25883	3
NCIH1373_LUNG	2	180083591	243048760	18454	4
NCIH1373_LUNG	3	70895	21404101	8909	2
NCIH1373_LUNG	3	21419006	30007105	3284	2
NCIH1373_LUNG	3	30019919	30660769	256	3
NCIH1373_LUNG	3	30667425	90283951	18098	2
NCIH1373_LUNG	3	93543006	104220469	2398	4
NCIH1373_LUNG	3	104231441	105113237	228	3
NCIH1373_LUNG	3	105115736	146378529	12138	4
NCIH1373_LUNG	3	146393075	173120103	7132	5
NCIH1373_LUNG	3	173127506	173188771	36	7
NCIH1373_LUNG	3	173197196	197833758	7135	3
NCIH1373_LUNG	4	69713	6854625	2025	2
NCIH1373_LUNG	4	6859439	31597504	8837	4
NCIH1373_LUNG	4	31600140	32195062	151	3
NCIH1373_LUNG	4	32201220	32481587	101	5
NCIH1373_LUNG	4	32503281	41700361	2853	5
NCIH1373_LUNG	4	41702904	45338240	1089	4
NCIH1373_LUNG	4	45352281	46543306	202	6
NCIH1373_LUNG	4	46555042	49063479	567	4
NCIH1373_LUNG	4	52696792	69183791	4758	2
NCIH1373_LUNG	4	69214926	72981813	905	4
NCIH1373_LUNG	4	72991368	101833618	8141	5
NCIH1373_LUNG	4	101851136	138294735	9337	3
NCIH1373_LUNG	4	138295046	138394918	30	4
NCIH1373_LUNG	4	138401570	190921709	15863	3
NCIH1373_LUNG	5	51455	6602544	3034	4
NCIH1373_LUNG	5	6608629	9191681	1231	4
NCIH1373_LUNG	5	9192833	19751160	3765	5
NCIH1373_LUNG	5	19779319	57007593	9593	4
NCIH1373_LUNG	5	57019214	59000016	785	3
NCIH1373_LUNG	5	59017442	59201471	58	2
NCIH1373_LUNG	5	59202287	180692833	37036	3
NCIH1373_LUNG	6	203845	27903572	11357	2
NCIH1373_LUNG	6	27906230	30596135	919	3
NCIH1373_LUNG	6	30601821	64141100	9257	4
NCIH1373_LUNG	6	64149582	78158883	4036	3
NCIH1373_LUNG	6	78166120	170918031	29483	2
NCIH1373_LUNG	7	44408	8669352	2572	2
NCIH1373_LUNG	7	8670994	29252163	8443	2
NCIH1373_LUNG	7	29253823	29309565	35	3
NCIH1373_LUNG	7	29314083	37529037	3035	2
NCIH1373_LUNG	7	37538924	62020156	6625	3
NCIH1373_LUNG	7	62078132	70419818	1649	3
NCIH1373_LUNG	7	70428243	89518944	4770	4
NCIH1373_LUNG	7	89519639	89860445	139	5
NCIH1373_LUNG	7	89862998	119649910	7216	4
NCIH1373_LUNG	7	119674508	142044929	6350	3
NCIH1373_LUNG	7	142099013	159046949	5263	3
NCIH1373_LUNG	7	159054561	159116965	12	2
NCIH1373_LUNG	8	164984	11934660	6850	2
NCIH1373_LUNG	8	12291824	66291884	16744	2
NCIH1373_LUNG	8	66299317	112934594	12543	4
NCIH1373_LUNG	8	112947262	113078106	30	6
NCIH1373_LUNG	8	113114520	138076583	9132	4
NCIH1373_LUNG	8	138081596	146293414	2522	4
NCIH1373_LUNG	9	59985	11967011	6410	3
NCIH1373_LUNG	9	11967033	12007658	17	0
NCIH1373_LUNG	9	12015741	69827539	10305	3
NCIH1373_LUNG	9	70987821	71733603	338	4
NCIH1373_LUNG	9	71746053	115331816	15532	4
NCIH1373_LUNG	9	115343222	115371397	10	2
NCIH1373_LUNG	9	115383253	118008308	1116	4
NCIH1373_LUNG	9	118012050	141071475	6896	2
NCIH1373_LUNG	10	135656	10375124	5031	2
NCIH1373_LUNG	10	10377130	34498716	9660	2
NCIH1373_LUNG	10	34504711	43612609	1352	3
NCIH1373_LUNG	10	43615505	47006369	943	3
NCIH1373_LUNG	10	47077739	70965057	7561	3
NCIH1373_LUNG	10	70975916	71006851	17	5
NCIH1373_LUNG	10	71014413	135434551	22726	3
NCIH1373_LUNG	11	206767	8590492	2914	3
NCIH1373_LUNG	11	8594565	21706014	5420	2
NCIH1373_LUNG	11	21734095	36048545	4917	3
NCIH1373_LUNG	11	36048724	40622586	1482	4
NCIH1373_LUNG	11	40623376	42637849	739	2
NCIH1373_LUNG	11	42643807	107227356	17627	3
NCIH1373_LUNG	11	107257165	134944770	10596	3
NCIH1373_LUNG	12	192220	10564329	3651	2
NCIH1373_LUNG	12	10598802	18782079	2695	2
NCIH1373_LUNG	12	18784252	29916839	4046	4
NCIH1373_LUNG	12	29923715	56587576	6718	3
NCIH1373_LUNG	12	56601739	63266130	1782	2
NCIH1373_LUNG	12	63266211	64333645	306	3
NCIH1373_LUNG	12	64339934	91949811	8037	2
NCIH1373_LUNG	12	91980374	100007899	2883	3
NCIH1373_LUNG	12	100012691	100070228	19	0
NCIH1373_LUNG	12	100079988	133777645	11623	3
NCIH1373_LUNG	13	19212262	42185127	9043	2
NCIH1373_LUNG	13	42190174	47862887	2165	1
NCIH1373_LUNG	13	47863041	62868301	3997	2
NCIH1373_LUNG	13	62868719	68241944	1449	1
NCIH1373_LUNG	13	68246757	115106996	16825	2
NCIH1373_LUNG	14	20224003	63337177	13687	3
NCIH1373_LUNG	14	63352686	107089472	13814	3
NCIH1373_LUNG	14	107100266	107285437	52	2
NCIH1373_LUNG	15	20143409	49674563	7916	3
NCIH1373_LUNG	15	49704741	50457858	221	3
NCIH1373_LUNG	15	50460166	51701204	334	4
NCIH1373_LUNG	15	51741056	56579268	1682	3
NCIH1373_LUNG	15	56584867	57868448	380	1
NCIH1373_LUNG	15	57873301	79624481	6593	3
NCIH1373_LUNG	15	79625582	102400037	8380	2
NCIH1373_LUNG	16	91010	17346501	6927	3
NCIH1373_LUNG	16	17351478	24164288	1576	2
NCIH1373_LUNG	16	24164858	25444709	381	3
NCIH1373_LUNG	16	25445588	73059861	9094	2
NCIH1373_LUNG	16	73068678	73587808	230	3
NCIH1373_LUNG	16	73593938	78679163	2377	2
NCIH1373_LUNG	16	78679533	78784251	74	1
NCIH1373_LUNG	16	78789322	90163275	6382	2
NCIH1373_LUNG	17	6888	22235650	6014	2
NCIH1373_LUNG	17	25313690	34477480	2331	3
NCIH1373_LUNG	17	34816256	41418334	1351	3
NCIH1373_LUNG	17	41425901	81049726	10464	4
NCIH1373_LUNG	18	100949	38258483	11577	2
NCIH1373_LUNG	18	38268024	78015057	14455	2
NCIH1373_LUNG	19	260970	28404193	4261	2
NCIH1373_LUNG	19	28411495	36825458	2564	2
NCIH1373_LUNG	19	36848604	45825626	1601	2
NCIH1373_LUNG	19	45856926	46239598	39	3
NCIH1373_LUNG	19	46244168	59095126	3100	2
NCIH1373_LUNG	20	69408	1894335	818	1
NCIH1373_LUNG	20	1894977	34305445	11062	2
NCIH1373_LUNG	20	34312713	34345396	10	3
NCIH1373_LUNG	20	34414318	62912463	10558	2
NCIH1373_LUNG	21	10971566	44507418	11273	2
NCIH1373_LUNG	21	44510021	48084820	1015	4
NCIH1373_LUNG	22	16055207	21247048	1139	1
NCIH1373_LUNG	22	21275029	51199978	10022	2
NCIH2009_LUNG	1	564621	16846035	4348	2
NCIH2009_LUNG	1	17282425	46861907	7988	2
NCIH2009_LUNG	1	46865040	48520811	561	3
NCIH2009_LUNG	1	48524180	55216128	1483	3
NCIH2009_LUNG	1	55217307	57447247	1028	4
NCIH2009_LUNG	1	57447740	60045860	1227	3
NCIH2009_LUNG	1	60058706	104030621	13914	3
NCIH2009_LUNG	1	104067000	108681482	1330	4
NCIH2009_LUNG	1	108692734	121291080	3907	2
NCIH2009_LUNG	1	144549929	155652081	1772	4
NCIH2009_LUNG	1	155666961	162062596	2130	3
NCIH2009_LUNG	1	162063023	163978125	851	4
NCIH2009_LUNG	1	163990594	169216937	2330	3
NCIH2009_LUNG	1	169256501	181241741	3737	4
NCIH2009_LUNG	1	181251314	184765000	1266	4
NCIH2009_LUNG	1	184765072	189080173	1270	5
NCIH2009_LUNG	1	189092492	196628195	2103	6
NCIH2009_LUNG	1	196641257	199107702	588	2
NCIH2009_LUNG	1	199114747	249198692	18154	2
NCIH2009_LUNG	2	21833	22046276	8782	2
NCIH2009_LUNG	2	22048114	32662587	2914	3
NCIH2009_LUNG	2	32666821	96496891	18884	3
NCIH2009_LUNG	2	96548068	109784712	3575	2
NCIH2009_LUNG	2	109788623	112500035	470	3
NCIH2009_LUNG	2	112583824	133488788	6037	2
NCIH2009_LUNG	2	133491425	138465091	1738	3
NCIH2009_LUNG	2	138468383	148756668	2805	3
NCIH2009_LUNG	2	148775578	148900148	26	2
NCIH2009_LUNG	2	148932898	195482149	12683	3
NCIH2009_LUNG	2	195498144	232539179	11272	3
NCIH2009_LUNG	2	232552626	243048760	3415	3
NCIH2009_LUNG	3	70895	38953896	15114	2
NCIH2009_LUNG	3	38962758	56141843	4335	2
NCIH2009_LUNG	3	56142860	56323446	61	3
NCIH2009_LUNG	3	56329111	60024229	1281	2
NCIH2009_LUNG	3	60024883	60124388	104	3
NCIH2009_LUNG	3	60125570	61190182	647	2
NCIH2009_LUNG	3	61205838	61297328	36	4
NCIH2009_LUNG	3	61305975	82906525	7555	2
NCIH2009_LUNG	3	82922579	98514041	2403	3
NCIH2009_LUNG	3	98529164	98997337	132	1
NCIH2009_LUNG	3	99013299	104121004	1262	2
NCIH2009_LUNG	3	104139218	124073411	5851	2
NCIH2009_LUNG	3	124076609	131726825	2126	2
NCIH2009_LUNG	3	131730741	132086825	191	3
NCIH2009_LUNG	3	132088750	140664113	2526	2
NCIH2009_LUNG	3	140670142	161858215	5957	3
NCIH2009_LUNG	3	161865893	165270444	697	3
NCIH2009_LUNG	3	165320813	183546083	4973	2
NCIH2009_LUNG	3	183550537	187586840	1270	2
NCIH2009_LUNG	3	187596036	192874747	1943	2
NCIH2009_LUNG	3	192886747	197833758	1156	2
NCIH2009_LUNG	4	69713	2351407	347	4
NCIH2009_LUNG	4	2353834	10275982	2835	3
NCIH2009_LUNG	4	10276352	21892188	4543	3
NCIH2009_LUNG	4	21902750	23274625	377	3
NCIH2009_LUNG	4	23275166	36625965	4041	3
NCIH2009_LUNG	4	36631029	43026305	2288	3
NCIH2009_LUNG	4	43032966	53398563	1535	3
NCIH2009_LUNG	4	53416953	56437371	954	2
NCIH2009_LUNG	4	56454156	57678832	345	3
NCIH2009_LUNG	4	57689859	74203132	4499	3
NCIH2009_LUNG	4	74269688	75421172	356	4
NCIH2009_LUNG	4	75507499	95128677	5667	2
NCIH2009_LUNG	4	95146135	95255278	22	1
NCIH2009_LUNG	4	95268071	151852107	14750	2
NCIH2009_LUNG	4	151888110	155802548	1152	2
NCIH2009_LUNG	4	155803199	181409601	7641	2
NCIH2009_LUNG	4	181411860	181620422	119	1
NCIH2009_LUNG	4	181627726	190921709	3378	2
NCIH2009_LUNG	5	51455	8725777	4050	6
NCIH2009_LUNG	5	8743390	16231194	2889	7
NCIH2009_LUNG	5	16236711	20455596	1238	8
NCIH2009_LUNG	5	20458798	20486599	18	9
NCIH2009_LUNG	5	20488410	26789131	1511	8
NCIH2009_LUNG	5	26807799	36070109	3028	7
NCIH2009_LUNG	5	36071062	38038345	586	6
NCIH2009_LUNG	5	38047500	46383335	1974	7
NCIH2009_LUNG	5	49560859	85470080	10583	2
NCIH2009_LUNG	5	85481442	103849453	4251	2
NCIH2009_LUNG	5	103878652	123988063	6696	2
NCIH2009_LUNG	5	123989154	150534953	8082	2
NCIH2009_LUNG	5	150535262	154978382	1626	2
NCIH2009_LUNG	5	154988107	168205202	4598	2
NCIH2009_LUNG	5	168205653	180692833	4363	2
NCIH2009_LUNG	6	203845	254283	40	2
NCIH2009_LUNG	6	279695	385687	25	1
NCIH2009_LUNG	6	387659	15526618	6819	2
NCIH2009_LUNG	6	15528249	29965501	5147	2
NCIH2009_LUNG	6	29966175	53124501	7620	2
