HGNC symbol	MGI symbol
LTB4R	Ltb4r1
PRAMEF8	Gm13128
PRAMEF8	Gm13125
PRAMEF8	Pramef12
PRAMEF8	Pramel7
PRAMEF8	Gm7942
CYP2A6	Cyp2a5
GREB1L	Greb1l
ESCO1	Esco1
BSN	Bsn
TBC1D25	Tbc1d25
ADRA2A	Adra2a
NDC80	Ndc80
MMP16	Mmp16
APEX1	Apex1
RNU1-30P	Gm23510
HAPLN4	Hapln4
RNU6-475P	Gm23044
EFHD2	Efhd2
CYSLTR1	Cysltr1
RPS27A	Rps27a
RAX	Rax
RNU6-497P	Gm25886
CRIPT	Cript
SGCB	Sgcb
TNFSF10	Tnfsf10
MNT	Mnt
OAS1	Oas1d
MRPL52	Mrpl52
FAM196A	Fam196a
BPIFB2	Bpifb2
CDYL	Cdyl
PIGP	Pigp
DNPEP	Dnpep
TSSC4	Tssc4
DDX17	Ddx17
ZBTB7B	Gm18856
PRPF4B	Prpf4b
RAB12	Rab12
METTL3	Mettl3
RPRD1B	Rprd1b
IKZF1	Ikzf1
PCDH18	Pcdh18
NAT8L	Nat8l
RNU6-1118P	Gm26062
BEAN1	Bean1
RWDD1	Rwdd1
UCN3	Ucn3
SEPT3	Sept3
DEFB129	Defb23
CCDC120	Ccdc120
KRTAP10-7	Gm3250
KRTAP10-7	Gm19402
RNA5SP170	Gm25554
CATSPERB	Catsperb
TEX37	Tex37
	Gm27884
CDKN2AIPNL	Cdkn2aipnl
FKBP2	Fkbp2
SYCP2L	Sycp2l
CLN6	Cln6
ARHGEF39	Arhgef39
RNA5SP523	n-R5s65
MYCL	Mycl
B3GNT6	B3gnt6
CYP3A4	Cyp3a41b
CYP3A4	Cyp3a41a
CYP3A4	Cyp3a44
CYP3A4	Cyp3a11
CRYBA4	Cryba4
HIGD1B	Higd1b
ZDHHC11B	Zdhhc11
PSMD6	Psmd6
C6orf136	2310061I04Rik
SULT2A1	Sult2a8
SULT2A1	Sult2a7
SASS6	Sass6
HN1	Hn1
ARMC2	Armc2
RN7SL1	Rn7s1
SORL1	Sorl1
MPI	Mpi
CADPS2	Cadps2
ISG20L2	Isg20l2
ABHD16A	Abhd16a
CXCR3	Cxcr3
TNFRSF13B	Tnfrsf13b
UGT2B7	Ugt2b34
UGT2B7	Ugt2b1
UGT2B7	Ugt2b35
UGT2B7	Ugt2b36
UGT2B7	Ugt2b5
UGT2B7	Ugt2b37
UGT2B7	Ugt2b38
MAP1S	Map1s
	Gm27505
ZC3H15	Zc3h15
RNU6-526P	Gm25049
ZNF354C	Zfp354c
RFNG	Rfng
SALL1	Sall1
TIMM23	Timm23
TIMM23	Gm10273
LPXN	Lpxn
AK7	Ak7
RNU6-632P	Gm27449
DDIT4L	Ddit4l
PIAS2	Pias2
FRMPD4	Frmpd4
ZNF518B	Zfp518b
PAWR	Pawr
MTX3	Mtx3
UFD1L	Ufd1l
CARTPT	Cartpt
FTSJ1	Ftsj1
MRPL32	Mrpl32
TCEAL5	Tceal5
GPR34	Gpr34
	Gm22630
	Gm24021
	Gm25088
	Gm26059
	Gm24100
	Gm24862
	Gm25648
	Gm23618
	Gm26488
	Gm25934
	Gm25089
	Gm24566
	Gm22912
	Gm22252
	Gm22391
	Gm23922
	Gm24027
	Gm25984
	Gm22511
	Gm25647
	Gm24969
	Gm23682
	Gm25230
	Gm25017
	Gm23944
	Gm22627
	Gm25874
	Gm24652
	Gm24966
	Gm23688
	Gm22348
	Gm25156
	Gm23449
	Gm22449
	Gm26200
	Gm23356
	Gm25741
	Gm26499
	Gm24570
	Gm25646
	Gm24528
	Gm25221
	Gm24495
	Gm26434
STEAP3	Steap3
FZD10	Fzd10
TGFB3	Tgfb3
TMEM176A	Tmem176a
GPATCH2	Gpatch2
HIST1H2BA	Hist1h2ba
SNTG2	Sntg2
MIR662	Gm25083
CFL2	Cfl2
RNU1-57P	Gm22891
ZCCHC6	Zcchc6
PRDM4	Prdm4
FBXO15	Fbxo15
UQCC3	Uqcc3
CD81	Cd81
MCCC2	Mccc2
RNU6-744P	Gm23848
TIMP1	Timp1
PLA2G12B	Pla2g12b
CDC42EP2	Cdc42ep2
ADH1A	Adh1
TRIM28	Trim28
PRELID1	Prelid1
ZNF69	Zfp963
ZNF69	Zfp961
MTR	Mtr
ELOF1	Elof1
KARS	Kars
ZDHHC15	Zdhhc15
SLC6A20	Slc6a20b
SLC6A20	Slc6a20a
GJD3	Gjd3
WHSC1L1	Whsc1l1
SYTL3	Sytl3
JDP2	Jdp2
TNFRSF19	Tnfrsf19
EPHB2	Ephb2
RNU6-333P	Gm23097
RNA5SP171	Gm24876
NR4A1	Nr4a1
SNORD18C	Gm22455
APOB	Apob
DLST	Dlst
DNAJB5	Dnajb5
RNF148	Rnf148
ARHGAP42	Arhgap42
CES2	Ces2e
CES2	Ces2d-ps
CES2	Ces2f
CES2	Ces2g
CES2	Ces2h
ACADVL	Acadvl
GLRA3	Glra3
NIT1	Nit1
FAM208B	Fam208b
SSX3	Ssxb2
SSX3	Gm14459
SSX3	Ssxb6
STK26	Stk26
MPPE1	Mppe1
SPERT	Spert
NFASC	Nfasc
UNC5CL	Unc5cl
PEX1	Pex1
RBM47	Rbm47
WIPF3	Wipf3
TOP2A	Top2a
RNU6-347P	Gm25886
AP3S2	Ap3s2
SYNCRIP	Syncrip
EDNRB	Ednrb
SKA1	Ska1
SLC20A2	Slc20a2
SPATA24	Spata24
DHX34	Dhx34
BAG3	Bag3
PSMG2	Psmg2
FOXG1	3110039M20Rik
THAP11	Thap11
EFCAB9	Efcab9
PHOX2B	Phox2b
BCL2L15	Bcl2l15
EXOC3L1	Exoc3l
FNDC7	Fndc7
CYP2F1	Cyp2f2
PRR35	A930017K11Rik
OR56B4	Olfr689
OR56B4	Olfr688
NFIL3	Nfil3
PDP2	Pdp2
IDO2	Ido2
S100A9	S100a9
NLRP4	Nlrp4g
NLRP4	Nlrp4f
C1orf216	5730409E04Rik
PRR30	Prr30
RNU6-759P	Gm22989
POTEB2	Gm21119
POTEB2	Poteg
POTEB2	4931423N10Rik
SYT17	Syt17
MBL2	Mbl2
LVRN	Lvrn
CEP152	Cep152
RNU6-961P	Gm25163
DHFR	Dhfr
ACRBP	Acrbp
GPR176	Gpr176
ATXN1L	Atxn1l
CBX7	Cbx7
COX6B1	Cox6b1
POTEG	Gm21119
POTEG	Poteg
POTEG	4931423N10Rik
CCND1	Ccnd1
MAN2B1	Man2b1
IQSEC2	Iqsec2
FAM168A	Fam168a
QPCT	Qpct
DHX8	Dhx8
ATPAF2	Atpaf2
DHRS2	Dhrs2
SPINK7	Spink7
RNU6-371P	Gm23848
VSIG10	Vsig10
RNU6-1034P	Gm25334
TECTA	Tecta
CDCA7	Cdca7
BIRC2	Birc2
RBM12B	Rbm12b1
IGHV2OR16-5	Ighv8-4
IGHV2OR16-5	Ighv8-5
IGHV2OR16-5	Ighv8-6
RNU6-803P	Gm25886
STAP1	Stap1
AFG3L2	Afg3l2
MT1E	Mt1
MT1E	Mt2
EXOC3	Exoc3
RN7SKP210	Gm24015
WHAMM	Whamm
NEUROD2	Neurod2
MTMR1	Mtmr1
GMPPA	Gmppa
TMEM65	Tmem65
C18orf54	4930503L19Rik
USP17L24	Usp17le
USP17L24	Usp17lb
AGAP2	Agap2
SSSCA1	Sssca1
RNU6-561P	Gm22699
JAK2	Jak2
PPP6R2	Ppp6r2
SUPV3L1	Supv3l1
FAM57B	Fam57b
RNVU1-1	Gm25682
CA2	Car2
CD320	Cd320
ZNF653	Zfp653
USP17L18	Usp17le
USP17L18	Usp17lb
IGHV3-13	Ighv5-9-1
TANGO6	Tango6
LRP4	Lrp4
GRPEL2	Grpel2
NPY1R	Npy1r
DKK4	Dkk4
SGCZ	Sgcz
SEMA3C	Sema3c
FAM19A2	Fam19a2
LARS2	Lars2
TRIML1	Triml1
RN7SKP188	Gm23642
ID1	Id1
PALMD	Palmd
TGM2	Tgm2
KCNJ18	Kcnj12
RIMBP3B	Rimbp3
C11orf68	AI837181
MMAA	Mmaa
PCGF5	Pcgf5
TUBAL3	Tubal3
SNORD12	Snord12
RNU6-975P	Gm23205
RNU6-573P	Gm25482
IDNK	Idnk
IRX4	Irx4
TSNAXIP1	Tsnaxip1
SMIM23	Smim23
ASTE1	Aste1
NKX2-8	Nkx2-9
DNASE1L1	Dnase1l1
CNKSR1	Cnksr1
TM9SF2	Tm9sf2
SPRY2	Spry2
PPP2R5E	Ppp2r5e
ERH	Erh
SNORA6	Gm24044
PEX3	Pex3
CEP72	Cep72
RNA5SP200	n-R5s46
OR10V1	Olfr1420
FBP2	Fbp2
PLVAP	Plvap
METTL21B	Mettl21b
ARMT1	Armt1
GABRB3	Gabrb3
BEST2	Best2
TPTE2	Tpte
DYNLT3	Dynlt3
	Gm27446
PFN2	Pfn2
IQCF1	Iqcf1
SNORA80A	Gm24696
FKBP9	Fkbp9
BIK	Bik
FAM199X	Fam199x
ICE1	Ice1
GNG10	Gng10
SFXN3	Sfxn3
MDM1	Mdm1
AMIGO3	Amigo3
REN	Ren1
SAFB2	Safb2
TREM2	Trem2
SNORA64	Snora64
RPEL1	Rpe
ATOH8	Atoh8
TMEM92	Tmem92
	Zfp963
	Zfp961
SIGLEC10	Siglecg
FAM149A	Fam149a
NR2E1	Nr2e1
WBSCR27	Wbscr27
ST7	St7
CACNB3	Cacnb3
TRGV5	Tcrg-V7
HMGXB3	Hmgxb3
C2orf82	3110079O15Rik
RNU6-78P	Gm23567
OPA3	Opa3
TPCN1	Tpcn1
RN7SL652P	Gm22567
HOOK2	Hook2
FZD2	Fzd2
STK32B	Stk32b
USHBP1	Ushbp1
FOXP3	Foxp3
	Atp5o
MYF5	Myf5
NPY	Npy
GRK6	Grk6
RNU6-1052P	Gm26062
GP2	Gp2
ERVFRD-1	Synb
ERVFRD-1	Gm27179
URM1	Urm1
MTHFS	Mthfs
VASN	Vasn
CLDN34	Cldn34c4
CLDN34	Cldn34b1
SEMA4F	Sema4f
SSC4D	Ssc4d
TRPM3	Trpm3
F3	F3
TTC14	Ttc14
JPH4	Jph4
TEC	Tec
CAST	Cast
SYNM	Synm
TRIM54	Trim54
ZFY	Zfy2
ZFY	Zfx
PYGO2	Pygo2
PRDX2	Prdx2
HEMK1	Hemk1
NYX	Nyx
SLC25A47	Slc25a47
RNA5SP330	Gm22340
RNU105B	Gm25162
SNORD113-6	AF357425
ATIC	Atic
MLANA	Mlana
UNKL	Gm5819
UNKL	Unkl
RNU6-1028P	Gm22971
AAED1	Aaed1
IL27RA	Il27ra
COL11A1	Col11a1
TRPM5	Trpm5
CA12	Car12
	Defb47
RNU6-251P	Gm22302
GJC1	Gjc1
SPATA31D3	Spata31d1b
SPATA31D3	Spata31d1c
SPATA31D3	Spata31d1a
RNU6-863P	Gm26062
RNU6-342P	Gm23002
IRX1	Irx1
C15orf38-AP3S2	2610034B18Rik
SPIN1	Spin1
PDHX	Pdhx
PRAF2	Praf2
PDCL	Pdcl
STMN1	Stmn1
PPP2R3A	Ppp2r3a
APBA1	Apba1
TRDMT1	Trdmt1
LAGE3	Lage3
MGP	Mgp
SRPK2	Srpk2
XAF1	Xaf1
CCR10	Ccr10
CSF2RB	Csf2rb
CSF2RB	Csf2rb2
IGHV3OR16-12	Ighv5-12-4
ACO1	Aco1
CFC1B	Cfc1
MATN1	Matn1
ZNF112	Zfp112
SEC31B	Sec31b
EBP	Ebp
UHMK1	Uhmk1
NETO1	Neto1
FEM1B	Fem1b
IGKV6D-21	Igkv5-48
KCNMB2	Kcnmb2
APIP	Apip
GLDC	Gldc
RNU6-429P	Gm23042
MIR708	Gm23134
SLC16A5	Slc16a5
LRRC10	Lrrc10
DDX56	Ddx56
CFAP20	Cfap20
TSHZ3	Tshz3
HOPX	Hopx
ZNF470	Zfp873
SLC12A7	Slc12a7
USP17L3	Usp17le
USP17L3	Usp17lb
TADA1	Tada1
CFAP61	Cfap61
TERT	Tert
PRPH	Prph
CD40LG	Cd40lg
IFNA13	Ifna11
IFNA13	Ifna5
IFNA13	Ifna1
UBQLN1	Ubqln1
SLC17A7	Slc17a7
NYAP1	Nyap1
UTP6	Utp6
ZNF362	Zfp362
SLC35E3	Slc35e3
TCEAL7	Tceal7
CA3	Car3
OR51G1	Olfr578
OR2AT4	Olfr520
P2RY1	P2ry1
MRPS33	Mrps33
SLC7A6	Slc7a6
SGPP1	Sgpp1
LHFP	Lhfp
ATG2B	Atg2b
TPST1	Tpst1
FAM156A	Tmem29
NFRKB	Nfrkb
ATP5L	Gm5426
SDHA	Sdha
PRRC1	Prrc1
LRP2	Lrp2
CBLN1	Cbln1
DCAF15	Dcaf15
SCX	Scx
ZNF426	Zfp426
TIPARP	Tiparp
MATN3	Matn3
SDR16C5	Sdr16c5
RNU1-13P	Gm23510
FOLR2	Folr2
G2E3	G2e3
HRH2	Hrh2
RNU6-1095P	Gm22805
COPG1	Copg1
BIRC3	Birc3
RNU1-34P	Gm26505
POMK	Pomk
MARK2	Mark2
ABHD13	Abhd13
RNF103-CHMP3	Chmp3
ZNF562	Zfp266
PDZD8	Pdzd8
HDAC3	Hdac3
HCAR3	Hcar2
ZBTB14	Zbtb14
HSD17B3	Hsd17b3
WNT5A	Wnt5a
ANKRD36B	Gm21119
ANKRD36B	Poteg
ANKRD36B	4931423N10Rik
TSC22D3	Tsc22d3
KPNA2	Gm10184
SRCAP	Srcap
BPIFA1	Bpifa1
	Gm27761
NTS	Nts
ANKRD1	Ankrd1
RAP2B	Rap2b
MAN1A2	Man1a2
CLRN3	Clrn3
RNU2-18P	Gm23345
PIGW	Pigw
SLC46A1	Slc46a1
ST6GAL1	St6gal1
SLC6A16	1700039E15Rik
EHBP1L1	Ehbp1l1
USP17L23	Usp17le
USP17L23	Usp17lb
DNAH11	Dnah11
TPO	Tpo
CNOT1	Cnot1
SPATA17	Spata17
ECEL1	Ecel1
C14orf180	A530016L24Rik
FAM229A	Fam229a
LRFN5	Lrfn5
RN7SL292P	Gm22567
FAM184B	Fam184b
SLC17A5	Slc17a5
ALDH8A1	Aldh8a1
TMEM2	Tmem2
RNA5SP203	n-R5s25
ADAM18	Adam18
IFNA1	Ifna11
IFNA1	Ifna5
IFNA1	Ifna1
LRRC29	Lrrc29
	Fam228b
FAM204A	Fam204a
RBM3	Rbm3
RN7SL594P	Gm27853
PDZRN4	Pdzrn4
OR2V1	Olfr56
NCKIPSD	Nckipsd
ATG12	Atg12
PLA2G3	Pla2g3
AGPAT4	Agpat4
CDY2B	Cdyl
TCF20	Tcf20
SCRN3	Scrn3
OR8G5	Olfr937
F2RL1	F2rl1
NUDC	Nudc
ARHGAP35	Arhgap35
	Sdhaf2
SULT2B1	Sult2b1
RNA5SP390	Gm22651
RNU6-1041P	Gm25886
OR4D10	Olfr1425
ELMSAN1	Elmsan1
FNDC3B	Fndc3b
SSX2IP	Ssx2ip
PTCRA	Ptcra
RB1	Rb1
GBP2	Gbp2b
GBP2	Gbp2
RNU6-905P	Gm24388
USP17L28	Usp17le
USP17L28	Usp17lb
SEPHS1	Sephs1
YIPF6	Yipf6
HIATL2	Hiatl1
TRPS1	Trps1
ERI2	Eri2
CCDC113	Ccdc113
ITGA5	Itga5
C8G	C8g
POLK	Polk
TRIM16L	Trim16
BEST3	Best3
KRTAP10-4	Gm3250
KRTAP10-4	Gm19402
RPL8	Rpl8
ZFHX3	Zfhx3
UBE2D3	Ube2d3
UNC119B	Unc119b
SMC1A	Smc1a
PKD2	Pkd2
RPL13	Rpl13-ps3
FSIP1	Fsip1
C2CD5	C2cd5
OSGEPL1	Osgepl1
RIN3	Rin3
CASP6	Casp6
NTNG2	Ntng2
TYW1B	Tyw1
RNA5SP271	Gm26197
JUNB	Junb
KIF5A	Kif5a
PRSS48	Prss48
UBE2QL1	Ube2ql1
RNU6-1082P	Gm23042
KLF4	Klf4
GNAI3	Gnai3
PCSK1N	Pcsk1n
REXO1	Gm7104
SAA2-SAA4	Saa4
SLC6A6	Slc6a6
MEAF6	Meaf6
TTPAL	Ttpal
SAT2	Sat2
RNU2-27P	Gm25783
SERPINB9	Serpinb9
SERPINB9	Serpinb9b
IRAK2	Irak2
CCDC62	Ccdc62
TMEM38B	Tmem38b
PIGX	Pigx
PFKL	Pfkl
TMEM47	Tmem47
PROC	Proc
PON3	Pon3
CKMT2	Ckmt2
PLD5	Pld5
RNU6-1242P	Gm23854
ASB11	Asb11
GABRQ	Gabrq
GPR139	Gpr139
SNF8	Snf8
NRG4	Nrg4
GRXCR2	Grxcr2
AIF1	Aif1
RPE	Rpe
SCARNA14	Gm24289
RLTPR	Rltpr
CPLX4	Cplx4
CDH11	Cdh11
ADCY2	Adcy2
CUL4B	Cul4b
CTLA4	Ctla4
KISS1	Kiss1
KISS1	Gm28040
	Gm27406
FAM228B	Fam228b
NOBOX	Nobox
UTP14A	Utp14a
TRGC1	Tcrg-C1
TRGC1	Tcrg-C3
TRGC1	Tcrg-C2
TRGC1	Tcrg-C4
TTC9C	Ttc9c
RN7SL380P	Gm22567
RNA5SP104	Gm23289
MTX1	Mtx1
NOVA1	Nova1
ANKRD30BL	Gm21119
ANKRD30BL	Poteg
ANKRD30BL	4931423N10Rik
CLCN4	Clcn4-2
UBE2B	Ube2b
MORC2	Morc2b
RNU6-184P	Gm23648
OR51M1	Olfr631
NRXN3	Nrxn3
RN7SKP195	Gm23499
CLPTM1L	Clptm1l
TLCD2	Tlcd2
RNU6-660P	Gm25886
RNA5SP422	n-R5s76
AP2B1	Ap2b1
SLC9A3R1	Slc9a3r1
RNA5SP467	Gm26197
IL13RA2	Il13ra2
MAGEL2	Magel2
CD72	Cd72
	Gm27535
DOCK8	Dock8
STARD13	Stard13
SLC30A4	Slc30a4
FGF21	Fgf21
UBXN4	Ubxn4
KDELC2	Kdelc2
OR7A5	Olfr1351
LHX3	Lhx3
RNU6-1100P	Gm26062
MAGEA1	Magea6
MAGEA1	Magea3
MAGEA1	Magea8
MAGEA1	Magea1
MAGEA1	Magea2
MAGEA1	Magea5
	Gm22431
RNU6-1199P	Gm26062
EBF4	Ebf4
IDI1	Idi1
PLA2G12A	Pla2g12a
NTF4	Ntf5
RNA5SP47	Gm23964
RNA5SP47	Gm23115
C12orf29	4930430F08Rik
ANKRD33	Ankrd33
ADGRA1	Adgra1
COTL1	Cotl1
EEF1E1	Eef1e1
RNU6-952P	Gm25718
LCMT1	Lcmt1
TEX36	Tex36
ARAF	Araf
SLC5A4	Slc5a4a
FYCO1	Fyco1
	Gm27651
THBS3	Thbs3
UBE2E1	Ube2e1
RNU6-977P	Gm22593
TMEM14B	Tmem14c
SSX4B	Ssxb2
SSX4B	Gm14459
SSX4B	Ssxb6
GSTM3	Gstm5
RNF103	Rnf103
BAG2	Bag2
ZNF319	Zfp319
RAB39A	Rab39
RNU6-841P	Gm24661
KRTAP12-3	Krtap12-1
KRTAP12-3	Gm10100
KRTAP12-3	Gm10142
B4GALT7	B4galt7
HMBOX1	Hmbox1
NPM1	Npm1
RNU6-1087P	Gm25282
RNU6-1087P	Gm25045
NDUFA13	Ndufa13
C19orf43	2310036O22Rik
KRT83	Krt83
KRT83	Krt81
RNU6-994P	Gm22452
MAP2	Map2
SREK1	Srek1
BAZ2A	Baz2a
PLEKHD1	Plekhd1
RNU6-826P	Gm22572
CNOT6L	Cnot6l
S100A8	S100a8
FAM219B	Fam219b
OTOP3	Otop3
CKLF	Cklf
GPX6	Gpx6
CSN2	Csn2
MAGEA3	Magea6
MAGEA3	Magea3
MAGEA3	Magea8
MAGEA3	Magea1
MAGEA3	Magea2
MAGEA3	Magea5
C9orf89	1110007C09Rik
CNIH3	Cnih3
SOHLH1	Sohlh1
RNF130	Rnf130
CTRL	Ctrl
OR9I1	Olfr1499
MYOM2	Myom2
TRUB1	Trub1
CDCA4	Cdca4
NDUFAF1	Ndufaf1
GEN1	Gen1
SPCS1	Spcs1
OR51F2	Olfr568
VAC14	Vac14
SNORA48	Gm23339
SNORA48	Gm23123
SNORA48	Gm23278
SNORA48	Gm24475
SNORA48	Gm22210
SNORA48	Gm23716
SNORA48	Gm23598
SNORA48	Gm24782
RNU6-1159P	Gm25713
RNU6-337P	Gm23982
SOCS7	Socs7
PPFIBP2	Ppfibp2
RNA5SP284	n-R5s28
KRT82	Krt82
TRDV1	Trav15-1-dv6-1
TRDV1	Trav15d-1-dv6d-1
TRDV1	Trav15d-2-dv6d-2
TRDV1	Trav15-2-dv6-2
SNRNP48	Snrnp48
MLH3	Mlh3
SPIN4	Spin4
TOM1	Tom1
ATP2C1	Atp2c1
RNU6-910P	Gm24076
AS3MT	As3mt
GALNT12	Galnt12
FAM24A	Fam24a
SLC12A3	Slc12a3
JRK	Jrk
RNA5SP158	Gm25348
RNA5SP158	n-R5s40
IL22RA2	Il22ra2
GALNTL6	Galntl6
PTGFR	Ptgfr
CHD8	Chd8
ATL1	Atl1
NDEL1	Ndel1
MAGEB18	Mageb18
RNA5SP253	Gm26216
SLC26A4	Slc26a4
CNTRL	Cntrl
CHMP3	Chmp3
SPATA31D4	Spata31d1b
SPATA31D4	Spata31d1c
SPATA31D4	Spata31d1a
SNORD15B	Snord15b
CSNK1G3	Csnk1g3
SPRYD4	Spryd4
MTERF3	Mterf3
ALG14	Alg14
RNA5SP337	Gm25447
CTCFL	Ctcfl
PKHD1	Pkhd1
RNU6-490P	Gm25643
NCKAP1L	Nckap1l
KCNJ12	Kcnj12
RN7SKP190	Gm26407
RNU6-188P	Gm26055
LRRK1	Lrrk1
POTEF	Gm21119
POTEF	Poteg
POTEF	4931423N10Rik
RNU6-980P	Gm25886
ATM	Atm
BTC	Btc
LY75	Ly75
JMY	Jmy
FFAR2	Ffar2
BTRC	Btrc
RAB23	Rab23
DEFB105A	Defb35
	Gm28008
ADCY6	Adcy6
PTGER2	Ptger2
LZTFL1	Lztfl1
EMC4	Emc4
FANCD2	Fancd2
DCDC2C	Dcdc2c
POTEI	Gm21119
POTEI	Poteg
POTEI	4931423N10Rik
PTGR2	Ptgr2
PRR5L	Prr5l
KLK2	Klk1
KLK2	Klk1b21
OR56B1	Olfr504
MIOX	Miox
ACTR3	Actr3
CNPY2	Cnpy2
MPL	Mpl
KCNJ11	Kcnj11
	Gm22622
	Gm22723
EDARADD	Edaradd
	Thap2
ACRV1	Acrv1
ADAT3	Adat3
AKAP6	Akap6
TRAPPC4	Trappc4
DEFB123	Defb36
CIRH1A	Cirh1a
CCDC28A	Ccdc28a
MOB4	Mob4
SPO11	Spo11
RNA5SP434	n-R5s23
SLC2A12	Slc2a12
LPAR1	Lpar1
	Lyrm9
PPP3CB	Ppp3cb
PTH2	Pth2
TMED6	Tmed6
TRMT2B	Trmt2b
COL4A5	Col4a5
TAF10	Taf10
RNU6ATAC31P	Gm24833
REM2	Rem2
RN7SKP199	Gm24011
LRRC45	Lrrc45
CYP7B1	Cyp7b1
APEH	Apeh
STARD3NL	Stard3nl
SLC38A4	Slc38a4
TRGV3	Tcrg-V7
NACC1	Nacc1
TNFAIP8L2	Tnfaip8l2
UGT2B11	Ugt2b34
UGT2B11	Ugt2b1
UGT2B11	Ugt2b35
UGT2B11	Ugt2b36
UGT2B11	Ugt2b5
UGT2B11	Ugt2b37
UGT2B11	Ugt2b38
MEI4	Mei4
DNASE1L3	Dnase1l3
HSPB3	Hspb3
ERO1LB	Ero1lb
RNU6-1014P	Gm25834
HSH2D	Hsh2d
BCL7B	Bcl7b
RNU6-833P	Gm23059
IGKV2D-29	Igkv2-112
ZNF518A	Zfp518a
SCARNA13	Gm26489
LDLRAD4	Ldlrad4
DGKA	Dgka
FANCB	Fancb
TNRC6A	Tnrc6a
RMND5A	Rmnd5a
SHKBP1	Shkbp1
CEACAM4	Psg22
CEACAM4	Psg19
CEACAM4	Psg17
RASA4B	Rasa4
SLC9A3	Slc9a3
COX6B2	Cox6b2
CNGA4	Cnga4
RN7SKP59	Gm22219
NET1	Net1
PSMC1	Psmc1
EXOSC8	Exosc8
CDH3	Cdh3
PRSS35	Prss35
OR10AG1	Olfr1116
OR10AG1	Olfr1118
OR10AG1	Olfr1122
OR10AG1	Olfr1123
AP3S1	Ap3s1
KMT2E	Kmt2e
PCDHA9	Pcdha8
PCDHA9	Pcdha7
PCDHA9	Pcdha11
AMPD1	Ampd1
MCHR1	Mchr1
OR2D2	Gm10081
IL13	Il13
SPATA31A6	Spata31
ASH2L	Ash2l
DKK3	Dkk3
AAMDC	Aamdc
HK2	Hk2
TBC1D8B	Tbc1d8b
KBTBD2	Kbtbd2
WDR44	Wdr44
SERPINH1	Serpinh1
RNA5SP322	n-R5s62
DIAPH1	Diap1
METTL25	Mettl25
RNU6-758P	Gm23124
NXPH3	Nxph3
ABI2	Abi2
TOPAZ1	Topaz1
LRRK2	Lrrk2
NCOA3	Ncoa3
SORBS1	Sorbs1
UNC119	Unc119
	n-R5s175
AHI1	Ahi1
FKBP8	Fkbp8
TRIM6-TRIM34	Trim34b
TRIM6-TRIM34	Trim34a
SNX27	Snx27
RYBP	Rybp
HDAC9	Hdac9
PLEKHG4	Plekhg4
SSBP3	Ssbp3
CYR61	Cyr61
PLK5	Plk5
PHEX	Phex
ETV1	Etv1
ATP7A	Atp7a
S1PR5	S1pr5
MRPL13	Mrpl13
GAP43	Gap43
RSPH14	Rsph14
TPRA1	Tpra1
ZNF605	Zfp605
TFB1M	Tfb1m
CCDC181	Ccdc181
GFI1	Gfi1
CSMD1	Csmd1
KCNV1	Kcnv1
KRTAP2-4	Gm11938
KRTAP2-4	Gm11937
KRTAP2-4	Krtap2-4
KRTAP2-4	Gm11562
ITGA3	Itga3
OR7C2	Olfr1356
SCN2A	Scn2a1
MRPL54	Mrpl54
NUDT15	Nudt15
CLDN17	Cldn17
BMI1	Bmi1
CXorf65	Gm614
PLA2G4E	Pla2g4e
LGALS7B	Lgals7
	Gm27941
ATXN3L	Atxn3
RCBTB2	Rcbtb2
TMSB10	Gm9844
TMSB10	Tmsb10
PRDM15	Prdm15
ISG15	Isg15
CHD1	Chd1
TNN	Tnn
	Spag5
DDX60	Ddx60
C3orf14	3830406C13Rik
	Efna3
SULT1A3	Sult1a1
DHRS13	Dhrs13
OR5H8	Olfr190
ILDR1	Ildr1
THOC6	Thoc6
FCN1	Fcnb
CHRD	Chrd
COL4A4	Col4a4
SPIC	Spic
MSLNL	Mslnl
PTBP3	Ptbp3
OR5H15	Olfr190
KCTD17	Kctd17
CCR3	Ccr3
CYB561	Cyb561
CBX1	Cbx1
DCAF4L2	Dcaf4
MAP9	Map9
TPRG1L	Tprgl
KIZ	Kiz
PTGER3	Ptger3
PDIA2	Pdia2
BTBD11	Btbd11
SPEF2	Spef2
APPL2	Appl2
FAM195B	Fam195b
LIPH	Liph
FAM47B	4930402K13Rik
KCND1	Kcnd1
POMT1	Pomt1
C6orf203	1700021F05Rik
CORT	Cort
LIPF	Lipf
VAV1	Vav1
RNU6-1329P	Gm22608
FSD2	Fsd2
FZD7	Fzd7
DOCK2	Dock2
CHKA	Chka
CMSS1	Cmss1
DVL1	Dvl1
TMEM139	Tmem139
BET1	Bet1
KCNN2	Kcnn2
KRTAP4-2	Gm11569
KRTAP4-2	Gm11554
KRTAP4-2	Krtap4-13
KRTAP4-2	Gm11564
RELA	Rela
RNA5SP511	Gm26157
MFSD7	Mfsd7a
SRGAP3	Srgap3
H1FOO	H1foo
ZNF22	Zfp422
CYP2C9	Cyp2c65
CYP2C9	Cyp2c66
CYP2C9	Cyp2c29
CYP2C9	Cyp2c38
CYP2C9	Cyp2c39
CYP2C9	Cyp2c67
CYP2C9	Cyp2c68
CYP2C9	Cyp2c40
CYP2C9	Cyp2c37
CYP2C9	Cyp2c50
RSBN1	Rsbn1
HMX2	Hmx2
IGLL5	Iglc1
IGLL5	Iglc4
