pathway,logoddratios,pvalue,fdr,name
3099,-0.184138033401,0.822160129275,0.999999999988,TIM50a-coilin complex
433,-0.419914386603,0.999050445238,0.999999999988,BASC complex (BRCA1-associated genome surveillance complex)
430,-0.484387097818,0.999981354942,0.999999999988,18S U11/U12 snRNP
338,-0.194493947539,0.998695001665,0.999999999988,"40S ribosomal subunit, cytoplasmic"
741,-0.165719112808,0.857015842656,0.999999999988,NCOR-HDAC3 complex
335,-0.350803177288,0.949112090842,0.999999999988,p54(nrb)-PSF-matrin3 complex
336,0.126318077432,0.287814329615,0.999999999988,DNA ligase IV-XRCC4-AHNK complex
5363,0.0471368313841,0.469687589624,0.999999999988,"Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)"
330,-0.184138033401,0.822160129275,0.999999999988,PSF-p54(nrb) complex
2639,0.0572068681167,0.322750944246,0.999999999988,HES1 promoter-Notch enhancer complex
3297,-0.184138033401,0.822160129275,0.999999999988,"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate"
3092,0.116891962263,0.364981567795,0.999999999988,APP-TOMM40 complex
2542,-0.651833172952,0.991802476831,0.999999999988,EGFR-CBL-GRB2 complex
3151,-0.184138033401,0.822160129275,0.999999999988,Sulphiredoxin-peroxiredoxin complex
36:144,-0.0829672385828,0.781087472433,0.999999999988,AP1 adaptor complex
525,-0.856089405318,0.999666723708,0.999999999988,TIP60 histone acetylase complex
2383,-0.466749108472,0.986516944314,0.999999999988,ITGA5-ITGB1-FN1-TGM2 complex
2382,-0.651833172952,0.991802476831,0.999999999988,ITGA2B-ITGB3-F11R complex
2385,-0.485168029065,0.959344269531,0.999999999988,ITGA5-ITGB4 complex
2384,-0.651833172952,0.991802476831,0.999999999988,ITGA5-ITGB1-ADAM15 complex
522,0.0471368313841,0.469687589624,0.999999999988,Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex
1400,0.0553354595835,0.369848249287,0.999999999988,ASCOM complex
529,-0.460552596485,0.999944355809,0.999999999988,NuA4/Tip60 HAT complex
2442,-0.184138033401,0.822160129275,0.999999999988,ITGA9-ITGB1-VCAM1 complex
2440,-0.00804677434537,0.599018597635,0.999999999988,ITGA9-ITGB1-ADAM9 complex
1237,0.0658983332775,0.303274655831,0.999999999988,BAF complex
1230,-0.00843305556565,0.584823358309,0.999999999988,WINAC complex
1231,-0.324968065237,0.980466489916,0.999999999988,FIB-associated protein complex
1232,0.116891962263,0.364981567795,0.999999999988,REST-CoREST-mSIN3A complex
441,0.0427534119633,0.400725733337,0.999999999988,TFTC-type histone acetyl transferase complex
1239,-0.00494103863212,0.570338248096,0.999999999988,EBAFb complex
1332,-0.166035519807,0.981655808566,0.999999999988,Large Drosha complex
100,0.135310882856,0.223245532541,0.999999999988,hNURF complex
32,-0.245006909792,0.998245310642,0.999999999988,PA700 complex
30,-0.485168029065,0.959344269531,0.999999999988,PA28 complex
2159,-0.184138033401,0.822160129275,0.999999999988,AR-AKT-APPL complex
408,-0.184138033401,0.822160129275,0.999999999988,"Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)"
5380,-0.00240079040711,0.558932556396,0.999999999988,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)"
2975,0.116891962263,0.364981567795,0.999999999988,SMAD3-E2F4/5-p107-DP1 complex
2238,0.126318077432,0.287814329615,0.999999999988,MBD1-MCAF1-SETDB1 complex
5360,-0.485168029065,0.959344269531,0.999999999988,AGO2-FXR1-TNF(alpha)ARE-RNP complex
5361,0.126318077432,0.287814329615,0.999999999988,"Cell division cycle complex (CDC27, CDC16, ANAPC7)"
1045,-0.174711918232,0.842306208496,0.999999999988,Snurportin-CRM1-RanGTP complex
2235,-0.290657849416,0.946004045792,0.999999999988,ASF1-interacting protein complex
2236,-0.324968065237,0.980466489916,0.999999999988,ASF1-histone containing complex
1143,0.0623261487948,0.258694705926,0.999999999988,SMN complex
1147,-0.383997234247,0.993473567367,0.999999999988,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)"
1144,-0.25402941399,0.944923293902,0.999999999988,Cleavage and polyadenylation factor (CPSF)
1148,-0.165719112808,0.857015842656,0.999999999988,snRNP-free U1A (SF-A) complex
1149,-0.287087221239,0.978304993632,0.999999999988,Histone H3.1 complex
5171,0.116891962263,0.364981567795,0.999999999988,SH3KBP1-CBLB-EGFR complex
660,0.116891962263,0.364981567795,0.999999999988,"TIM (TIMM23, TIMM50) complex, mitochondrial"
4478,-0.350803177288,0.949112090842,0.999999999988,CBF-DNA complex
5293,0.116891962263,0.364981567795,0.999999999988,ETS2-SMARCA4-INI1 complex
2767:173:964,-0.350803177288,0.949112090842,0.999999999988,RAD50-MRE11-NBN-p200-p350 complex
5502,-0.049773181624,0.670426815137,0.999999999988,EED-EZH-YY1 polycomb complex
2956,-0.485168029065,0.959344269531,0.999999999988,"PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated"
3055,-0.175470535121,0.99999919112,0.999999999988,Nop56p-associated pre-rRNA complex
5176,-0.165719112808,0.857015842656,0.999999999988,MGC1-DNA-PKcs-Ku complex
3054,0.116891962263,0.364981567795,0.999999999988,MAD1-mSin3A-HDAC2 complex
3058,-0.485168029065,0.959344269531,0.999999999988,ITGA11-ITGB1 complex
3231,-0.184138033401,0.822160129275,0.999999999988,Eps15-stonin2 complex
2356:2355,-0.350803177288,0.949112090842,0.999999999988,ITGB3-ITGAV-CD47 complex
5195,0.0775155182225,0.278522879495,0.999999999988,PTIP-HMT complex
5194,-0.287087221239,0.978304993632,0.999999999988,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)"
5197,0.0470005816739,0.428352023707,0.999999999988,PTIP-DNA damage response complex
809,-0.174711918232,0.842306208496,0.999999999988,eRF1-eRF3-GTP-Mg(2+) complex
5193,0.0272436447393,0.442526367144,0.999999999988,"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)"
3677,-0.184138033401,0.822160129275,0.999999999988,RIN1-STAM2-HRS complex
320,-0.140488864943,0.999727075315,0.999999999988,"55S ribosome, mitochondrial"
324,-0.173318814767,0.999343985463,0.999999999988,"39S ribosomal subunit, mitochondrial"
3979,-0.0688090997999,0.715452988627,0.999999999988,"mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)"
5805,-0.00804677434537,0.599018597635,0.999999999988,PGAM5-KEAP1-NRF2 complex
2872,-0.767779104136,0.99834711158,0.999999999988,ITGA2b-ITGB3-CD9-GP1b-CD47 complex
2877,-0.174711918232,0.842306208496,0.999999999988,BRD4-P-TEFb complex
770,-0.19132979407,0.942397654663,0.999999999988,TREX complex
2878,-0.049773181624,0.670426815137,0.999999999988,P-TEFb-7SKRNA-HEXIM1 complex
778,0.0380844628486,0.335663384444,0.999999999988,LARC complex (LCR-associated remodeling complex)
642,0.0459246067569,0.347989744529,0.999999999988,CtBP complex
2604:1082,-0.00804677434537,0.599018597635,0.999999999988,P-TEFb-SKP2 complex
3059,-0.651833172952,0.991802476831,0.999999999988,ITGA11-ITGB1-COL1A1 complex
2432:2430,-0.184138033401,0.822160129275,0.999999999988,ITGA2-ITGB1 complex
3129,-0.651833172952,0.991802476831,0.999999999988,STAT6-p100-RHA complex
3127,-0.25402941399,0.944923293902,0.999999999988,TLE-Histone H3 complex
2797,-0.228058052229,0.944289939787,0.999999999988,PCNA-CHL12-RFC2-5 complex
926,-0.485168029065,0.959344269531,0.999999999988,SCRIB-LGL2 complex
328:4082,-0.184138033401,0.822160129275,0.999999999988,Ku antigen complex
5391,-0.00804677434537,0.599018597635,0.999999999988,SERPINA1-CTSG complex
313,0.116891962263,0.364981567795,0.999999999988,Cell cycle kinase complex CDK5
1182,-0.0239380695726,0.627372299605,0.999999999988,CDC5L core complex
315,-0.0708027504451,0.896825586138,0.999999999988,"28S ribosomal subunit, mitochondrial"
4216,-0.485168029065,0.959344269531,0.999999999988,GR-hnRNP U complex
1181,-0.141268983755,0.999813585395,0.999999999988,C complex spliceosome
514:485,-0.207905975191,0.943526083285,0.999999999988,TFIID-beta complex
834,-0.856089405318,0.999666723708,0.999999999988,20S methylosome and RG-containing Sm protein complex
835,-0.986057225575,0.999986450409,0.999999999988,6S methyltransferase and RG-containing Sm proteins complex
724,-0.184138033401,0.822160129275,0.999999999988,MAF2 complex
5267:5270,-0.184138033401,0.822160129275,0.999999999988,VHL-VDU1-TCEB1-TCEB2 complex
443,-0.0688090997999,0.715452988627,0.999999999988,BP-SMAD complex
725,0.0427534119633,0.400725733337,0.999999999988,P2X7 receptor signalling complex
368,-0.174711918232,0.842306208496,0.999999999988,ERCC1-ERCC4-MSH2 complex
5685,-0.350803177288,0.949112090842,0.999999999988,"Membrane protein complex (VCP, UFD1L, SEC61B)"
362,-0.290657849416,0.946004045792,0.999999999988,DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex
923,-0.184138033401,0.822160129275,0.999999999988,SNF2L-RSF1 complex
3120,-0.485168029065,0.959344269531,0.999999999988,OCT1-OBF1-DNA-TLE1 complex
2419,-0.174711918232,0.842306208496,0.999999999988,ITGA4-ITGB1-CD81 complex
2799,-0.378968150598,0.983037534872,0.999999999988,RFC complex
541,-0.184138033401,0.822160129275,0.999999999988,IGF1-IGFBP3-ALS complex
520,-0.337457829748,0.992027657255,0.999999999988,KCNQ1 macromolecular complex
4998,-0.485168029065,0.959344269531,0.999999999988,p97/VCP-VIMP-DERL2 complex
994,-0.856089405318,0.999666723708,0.999999999988,GAA1-GPI8-PIGT-PIG-PIGS complex
774,-0.157119400982,0.867456324984,0.999999999988,THO complex
996,0.0981531041213,0.282194720301,0.999999999988,Polycomb repressive complex 2 (PRC2)
2709,-0.651833172952,0.991802476831,0.999999999988,MMP-9-TIMP-1-LRP complex
999,-0.485168029065,0.959344269531,0.999999999988,p23 protein complex
123,-0.082185324645,0.790856503621,0.999999999988,Rnase/Mrp complex
5756,-0.184138033401,0.822160129275,0.999999999988,SUA1-UBA2 complex
5755,-0.350803177288,0.949112090842,0.999999999988,SUMO1-SUA1-UBA2 complex
127,-0.165719112808,0.857015842656,0.999999999988,NDC80 kinetochore complex
1070:1096:1091,-0.174711918232,0.842306208496,0.999999999988,"SNX complex (SNX1a, SNX2, SNX4)"
5596,-0.0688090997999,0.715452988627,0.999999999988,"LINC complex, quiescent cells"
5613,-0.0864470891456,0.862486300016,0.999999999988,Emerin complex 25
5614,-0.041096783199,0.744529621266,0.999999999988,Emerin complex 32
4403,0.0981531041213,0.282194720301,0.999999999988,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)"
2411,-0.049773181624,0.670426815137,0.999999999988,ITGA6-ITGB1-CD151 complex
929,-0.163562571736,0.991786070088,0.999999999988,CEN complex
860,-0.651833172952,0.991802476831,0.999999999988,DNMT1-G9a-PCNA complex
5210,-0.00804677434537,0.599018597635,0.999999999988,TANK-TRAF2-TRAF3 complex
5212,-0.228058052229,0.944289939787,0.999999999988,Kinase maturation complex 2
753,-0.0688090997999,0.715452988627,0.999999999988,UTM-SGCE-DAG1-CAV1-NOS3 complex
5317,-0.485168029065,0.959344269531,0.999999999988,LATS1-HTRA2-BIRC4 complex
799,-0.381259698065,0.997199322791,0.999999999988,DMAP1-associated complex
798,-0.485554310285,0.99989921158,0.999999999988,NuA4/Tip60-HAT complex A
5844,-0.174711918232,0.842306208496,0.999999999988,I-kappa-B kinase (IKK) complex
5843,-0.485168029065,0.959344269531,0.999999999988,AIF-CYPA-DNA complex
138:1205:1206,0.116891962263,0.364981567795,0.999999999988,Telosome complex
5849,-0.485168029065,0.959344269531,0.999999999988,HSP90-CDC37-LRRK2 complex
1133,-0.00804677434537,0.599018597635,0.999999999988,ATR-HDAC2 complex
1132,-0.485168029065,0.959344269531,0.999999999988,RFC2-RIalpha complex
1131,-0.184138033401,0.822160129275,0.999999999988,RFC2-RIalpha complex
1130,-0.485168029065,0.959344269531,0.999999999988,Hip1R-cortactin complex
1134,-0.174711918232,0.842306208496,0.999999999988,ATR-HDAC2-CHD4 complex
3153,-0.485168029065,0.959344269531,0.999999999988,GNAQ-GEFT-RHOA complex
244,-0.25402941399,0.944923293902,0.999999999988,BRAFT complex
246,-0.184138033401,0.822160129275,0.999999999988,BLM complex III
3156,-0.174711918232,0.842306208496,0.999999999988,CBF1-HDAC1-SMRT complex
2838,-0.174711918232,0.842306208496,0.999999999988,AR coactivator complex
2837,-0.157119400982,0.867456324984,0.999999999988,Profilin 1 complex
2833,-0.00804677434537,0.599018597635,0.999999999988,SRm160-SRm300 complex
4043,-0.485168029065,0.959344269531,0.999999999988,NEMO-HIF2(alpha)-ARNT complex
5400,-0.485168029065,0.959344269531,0.999999999988,BRCC complex
5251,-0.25402941399,0.944923293902,0.999999999988,Ku-ORC complex
5253,-0.157119400982,0.867456324984,0.999999999988,MNK1-eIF4F complex
5381,-0.174711918232,0.842306208496,0.999999999988,"RNA-induced silencing complex, RISC"
5160,-0.00804677434537,0.599018597635,0.999999999988,E2F4-p130 complex
5385,-0.767779104136,0.99834711158,0.999999999988,GAIT complex
5386,-0.279769016051,0.999380674378,0.999999999988,MLL1-WDR5 complex
5266,-0.309723512889,0.997720446626,0.999999999988,TNF-alpha/NF-kappa B signaling complex 6
5389,-0.00804677434537,0.599018597635,0.999999999988,SERPINA3-CTSG complex
1345,-0.157119400982,0.867456324984,0.999999999988,Septin complex
747:3263,-0.049773181624,0.670426815137,0.999999999988,NCOR-SIN3-HDAC1 complex
5261,0.116891962263,0.364981567795,0.999999999988,TCF4-CTNNB1-EP300 complex
5260,0.0103721462477,0.541030949757,0.999999999988,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
376,-0.378968150598,0.983037534872,0.999999999988,PCNA-MutS-alpha-MutL-alpha-DNA complex
705,0.0471368313841,0.469687589624,0.999999999988,"SNARE complex (RINT1, ZW10, p31)"
2909,0.126318077432,0.287814329615,0.999999999988,PLC-gamma-2-Syk-LAT-FcR-gamma complex
707,-0.485168029065,0.959344269531,0.999999999988,"SNARE complex (VAMP2, SNAP25, STX13)"
393,-0.485168029065,0.959344269531,0.999999999988,"Succinyl-CoA synthetase, GDP-forming"
1173,-0.651833172952,0.991802476831,0.999999999988,TIP49-TIP48-BAF53 complex
5615,-0.26085465013,0.999144063927,0.999999999988,Emerin complex 52
86,-0.118884390939,0.882626719191,0.999999999988,NUMAC complex (nucleosomal methylation activator complex)
87,-0.302078452017,0.990567112645,0.999999999988,Nup 107-160 subcomplex
5319,0.116891962263,0.364981567795,0.999999999988,CDH1-CKS1B complex
2573,-0.0239380695726,0.627372299605,0.999999999988,Class C VPS/HOPS complex
3015,-0.228058052229,0.944289939787,0.999999999988,"p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex"
519,-0.350803177288,0.949112090842,0.999999999988,AMY-1-S-AKAP84-RII-beta complex
654,0.0272436447393,0.442526367144,0.999999999988,BLOC1-BLOC2 complex
657,-0.157119400982,0.867456324984,0.999999999988,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
180,-0.485168029065,0.959344269531,0.999999999988,PNUTS-PP1 complex
181,-0.185644993124,0.992935944481,0.999999999988,26S proteasome
186,0.0470005816739,0.428352023707,0.999999999988,Wave-2 complex
5604,-0.0829672385828,0.781087472433,0.999999999988,Emerin complex 1
3080,-0.184138033401,0.822160129275,0.999999999988,ILF3-XPO5 complex
3082,-0.112009074129,0.880916065059,0.999999999988,DGCR8 multiprotein complex
3544,0.0471368313841,0.469687589624,0.999999999988,COG2-COG3-COG4 subcomplex
3525,0.0103721462477,0.541030949757,0.999999999988,Tetrameric COG subcomplex
5607,-0.350803177288,0.949112090842,0.999999999988,Emerin-actin-NMI complex
12,-0.485168029065,0.959344269531,0.999999999988,BLOC-2 (biogenesis of lysosome-related organelles complex 2)
15,-0.25402941399,0.944923293902,0.999999999988,NCOR complex
55,-0.184138033401,0.822160129275,0.999999999988,HDAC4-ERK1 complex
862,-0.485168029065,0.959344269531,0.999999999988,DNMT1-G9a complex
815,-0.174711918232,0.842306208496,0.999999999988,MRIP-MBS-RHOA complex
867,-0.0397031448913,0.693594312379,0.999999999988,TRAP-SMCC mediator complex
2755,-0.28165611576,0.999961731833,0.999999999988,17S U2 snRNP
5606,-0.165719112808,0.857015842656,0.999999999988,Emerin-actin-NMI-(alphaII)spectrin complex
5285,-0.25402941399,0.944923293902,0.999999999988,TNF-alpha/NF-kappa B signaling complex 9
5541,0.126318077432,0.287814329615,0.999999999988,"Ternary complex (TRAF2, FADD, TRADD)"
2885,0.126318077432,0.287814329615,0.999999999988,ITGAV-ITGB1-SPP1 complex
974,0.0103721462477,0.541030949757,0.999999999988,EED-EZH2 complex
2378,-0.651833172952,0.991802476831,0.999999999988,ITGA2b-ITGB3-TLN1 complex
2379,-0.350803177288,0.949112090842,0.999999999988,ITGA2B-ITGB3-CIB1 complex
2374,0.0471368313841,0.469687589624,0.999999999988,ITGAV-ITGB3-LAMA4 complex
2375,-0.485168029065,0.959344269531,0.999999999988,FN1-TGM2 complex
1005,0.0226894997682,0.455366101436,0.999999999988,RC complex during G2/M-phase of cell cycle
1004,-0.308303719273,0.995533688198,0.999999999988,RC complex during S-phase of cell cycle
1003,-0.258276583701,0.976273709461,0.999999999988,RC complex (Replication competent complex)
1000,-0.00804677434537,0.599018597635,0.999999999988,TorsinA-TorsinB complex
1227,-0.383997234247,0.993473567367,0.999999999988,H2AX complex II
4498,-0.466749108472,0.986516944314,0.999999999988,p32-CBF-DNA complex
1226,-0.324968065237,0.980466489916,0.999999999988,H2AX complex I
5649:5648:5647,-0.184138033401,0.822160129275,0.999999999988,FARP2-NRP1-PlexinA4 complex
2590,-0.00804677434537,0.599018597635,0.999999999988,FOXO1-FHL2-SIRT1 complex
626,0.033713649906,0.424602196246,0.999999999988,LSD1 complex
1221,-0.049773181624,0.670426815137,0.999999999988,TFIIA-TRF2 complex
2598,0.0103721462477,0.541030949757,0.999999999988,NELF complex (Negative elongation factor complex)
2599,-0.0109913653038,0.59128955652,0.999999999988,POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex
5235,-0.350803177288,0.949112090842,0.999999999988,WRN-Ku70-Ku80-PARP1 complex
1874,-0.174711918232,0.842306208496,0.999999999988,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
2882,-0.049773181624,0.670426815137,0.999999999988,ITGA5-ITGB3-COL6A3 complex
1225,-0.485168029065,0.959344269531,0.999999999988,"Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)"
4999,-0.555059409654,0.996587145427,0.999999999988,p97/VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex
