protein,type,pval,fdr
STK25,2.0,0.283007183019,0.781201169741
ABCF3,2.0,0.283235622171,0.781201169741
UVRAG,2.0,0.279221445733,0.781201169741
SLC7A5,-2.0,0.281708534614,0.781201169741
HSDL1,-2.0,0.281708534614,0.781201169741
SPG7,-2.0,0.281708534614,0.781201169741
D2HGDH,2.0,0.283007183019,0.781201169741
HSBP1,-2.0,0.281708534614,0.781201169741
THADA,2.0,0.273971923682,0.781201169741
ASF1B,2.0,0.28201498887,0.781201169741
CYBA,-2.0,0.281708534614,0.781201169741
DDHD2,2.0,0.272376440271,0.781201169741
PLCG2,-2.0,0.281708534614,0.781201169741
CHMP1A,-2.0,0.281708534614,0.781201169741
SIAE,2.0,0.268221094252,0.781201169741
DVL3,2.0,0.283235622171,0.781201169741
MLYCD,-2.0,0.281708534614,0.781201169741
CTU2,-2.0,0.281708534614,0.781201169741
PIEZO1,-2.0,0.281708534614,0.781201169741
RASSF2,2.0,0.279866286525,0.781201169741
ALDH1A3,2.0,0.276826849951,0.781201169741
PPBP,2.0,0.280465981674,0.781201169741
AFM,2.0,0.280465981674,0.781201169741
PRKACA,2.0,0.28201498887,0.781201169741
THAP4,2.0,0.283007183019,0.781201169741
ATAD1,-2.0,0.274990222493,0.781201169741
CD99L2,2.0,0.283072370164,0.781201169741
MCCC1,2.0,0.282508925878,0.781201169741
GC,2.0,0.280465981674,0.781201169741
RRP1B,2.0,0.282132889263,0.781201169741
TARSL2,2.0,0.276826849951,0.781201169741
BDH1,2.0,0.274339835756,0.781201169741
COTL1,-2.0,0.281708534614,0.781201169741
DPM3,2.0,0.268495331923,0.781201169741
ALB,2.0,0.280465981674,0.781201169741
MTMR1,2.0,0.283072370164,0.781201169741
PCNA,2.0,0.279866286525,0.781201169741
HDLBP,2.0,0.283007183019,0.781201169741
TCF25,-2.0,0.281708534614,0.781201169741
MVD,-2.0,0.281708534614,0.781201169741
PANK2,2.0,0.279866286525,0.781201169741
AP2M1,2.0,0.283235622171,0.781201169741
COX4I1,-2.0,0.281708534614,0.781201169741
FARP2,2.0,0.283007183019,0.781201169741
EIF2B5,2.0,0.283235622171,0.781201169741
SEPT2,2.0,0.283007183019,0.781201169741
HMGB3,2.0,0.283072370164,0.781201169741
USP10,-2.0,0.281708534614,0.781201169741
ACSF3,-2.0,0.281708534614,0.781201169741
ZC3H18,-2.0,0.281708534614,0.781201169741
CMC2,-2.0,0.281708534614,0.781201169741
ATG4B,2.0,0.283007183019,0.781201169741
RFWD2,2.0,0.286670914824,0.788702758171
METTL13,2.0,0.286670914824,0.788702758171
PRRC2C,2.0,0.286670914824,0.788702758171
GPD2,2.0,0.287010652056,0.788981069285
SMTN,2.0,0.288195280718,0.79157956257
HSPA13,-2.0,0.288785978556,0.792543760235
SPTA1,2.0,0.289924671559,0.795009028894
MGLL,2.0,0.291370278995,0.798311112376
JUND,2.0,0.291975688263,0.799307616792
FZD6,2.0,0.292535340753,0.800177313376
CELF2,2.0,0.293985483684,0.803479334334
ZNF787,2.0,0.296060399984,0.808482033647
PEX19,2.0,0.296596574953,0.808610777717
COPA,2.0,0.296596574953,0.808610777717
SLC33A1,2.0,0.297069418317,0.809232756486
CENPB,2.0,0.300673212624,0.813122659178
C20orf27,2.0,0.300673212624,0.813122659178
ACTR3,2.0,0.299251700167,0.813122659178
HSPA12B,2.0,0.300673212624,0.813122659178
SIGLEC1,2.0,0.300673212624,0.813122659178
ESRP1,2.0,0.300067771693,0.813122659178
FYTTD1,2.0,0.300710315142,0.813122659178
MRPL15,2.0,0.300573996256,0.813122659178
EPB41L3,-2.0,0.299927667706,0.813122659178
WARS,2.0,0.301900971453,0.814344626913
SLC25A29,2.0,0.301900971453,0.814344626913
YY1,2.0,0.301900971453,0.814344626913
HMGA2,2.0,0.302695086492,0.815011978517
NOS1AP,2.0,0.302887729542,0.815011978517
TRAF3IP1,2.0,0.30283105165,0.815011978517
PAGE2B,2.0,0.303360025659,0.815619190937
HSD17B7,2.0,0.307896651072,0.826472585305
UAP1,2.0,0.307896651072,0.826472585305
KDM6A,2.0,0.308872080268,0.827747138934
PTEN,-2.0,0.308625245126,0.827747138934
TES,2.0,0.310473941513,0.829351635367
CAV2,2.0,0.310473941513,0.829351635367
CAV1,2.0,0.310473941513,0.829351635367
CAPZA2,2.0,0.310473941513,0.829351635367
DCAF13,2.0,0.313415394183,0.831882131991
DNAJB6,2.0,0.312942933529,0.831882131991
MSH2,2.0,0.31181609558,0.831882131991
UBE3C,2.0,0.312942933529,0.831882131991
IMPDH1,2.0,0.313433666907,0.831882131991
CTHRC1,2.0,0.313415394183,0.831882131991
RB1CC1,2.0,0.31321382846,0.831882131991
RBM28,2.0,0.313433666907,0.831882131991
MTDH,2.0,0.3140539674,0.83286004025
UBE2H,2.0,0.314455461114,0.833256578448
WDR37,2.0,0.315615370987,0.834324565832
IDI1,2.0,0.315615370987,0.834324565832
GTPBP4,2.0,0.315615370987,0.834324565832
UBL5,2.0,0.318198799414,0.837138766637
PIN1,2.0,0.318198799414,0.837138766637
VPS4B,2.0,0.317559781098,0.837138766637
KDSR,2.0,0.317559781098,0.837138766637
CHCHD7,2.0,0.318042624484,0.837138766637
SERPINB5,2.0,0.317559781098,0.837138766637
GTF2A1,2.0,0.318455014569,0.837146846726
PTPRG,2.0,0.319004896738,0.837926285553
TRRAP,2.0,0.321431857465,0.84142020956
TACC1,2.0,0.321607240666,0.84142020956
PLEKHA2,2.0,0.321607240666,0.84142020956
SYPL1,2.0,0.321560436044,0.84142020956
NAMPT,2.0,0.321560436044,0.84142020956
GPC6,2.0,0.321913660094,0.841556105874
DEPTOR,2.0,0.322622184163,0.842077003179
FARS2,2.0,0.322473290291,0.842077003179
GOLIM4,2.0,0.325389920511,0.843634252324
HNRNPUL1,2.0,0.326364465715,0.843634252324
RIPK1,2.0,0.327045392041,0.843634252324
CCDC97,2.0,0.326364465715,0.843634252324
TUBB2A,2.0,0.327045392041,0.843634252324
PSMG4,2.0,0.327045392041,0.843634252324
NCALD,2.0,0.326736848743,0.843634252324
SPICE1,2.0,0.325211903141,0.843634252324
ATP9A,2.0,0.326470741465,0.843634252324
TCEA1,2.0,0.32685734221,0.843634252324
SDCBP,2.0,0.325575499426,0.843634252324
TGFB1,2.0,0.326364465715,0.843634252324
EPS15L1,2.0,0.325066282324,0.843634252324
BPHL,2.0,0.327045392041,0.843634252324
NSMAF,2.0,0.325575499426,0.843634252324
ATP6V1C1,2.0,0.328787200384,0.844832378919
ALDH2,2.0,0.328725120942,0.844832378919
COBLL1,2.0,0.328582238829,0.844832378919
ACAD10,2.0,0.328725120942,0.844832378919
BRAP,2.0,0.328725120942,0.844832378919
MATN2,2.0,0.331423871177,0.848789995698
RPL30,2.0,0.331423871177,0.848789995698
TXNL1,-2.0,0.331867391726,0.848789995698
HRSP12,2.0,0.331423871177,0.848789995698
POP1,2.0,0.331423871177,0.848789995698
URI1,2.0,0.331832092263,0.848789995698
SPTLC2,2.0,0.332300662746,0.849241338254
TTC30A,2.0,0.332860369159,0.849627876107
ATP8B1,-2.0,0.332965747637,0.849627876107
DTD1,2.0,0.333989304175,0.851582597461
SNRPA1,2.0,0.335134925776,0.852531691954
DAD1,2.0,0.335053116727,0.852531691954
NAA38,2.0,0.335131605779,0.852531691954
LAMTOR2,2.0,0.340368889983,0.855728252266
TGS1,2.0,0.338126987415,0.855728252266
LMNA,2.0,0.340368889983,0.855728252266
SOS1,2.0,0.33821339734,0.855728252266
LMAN1,-2.0,0.34038137009,0.855728252266
NEDD4L,-2.0,0.34038137009,0.855728252266
TMEM68,2.0,0.338126987415,0.855728252266
F13A1,2.0,0.337255067681,0.855728252266
MALT1,-2.0,0.34038137009,0.855728252266
NARS,-2.0,0.34038137009,0.855728252266
AOX1,2.0,0.34053171454,0.855728252266
SEC11C,-2.0,0.34038137009,0.855728252266
CA8,2.0,0.340401130238,0.855728252266
FECH,-2.0,0.34038137009,0.855728252266
MEX3A,2.0,0.340368889983,0.855728252266
RAB25,2.0,0.340368889983,0.855728252266
PLEKHA5,2.0,0.341539988501,0.857610282439
LYRM4,2.0,0.342131398983,0.857792673569
ATP1A1,2.0,0.342041104093,0.857792673569
PLD3,2.0,0.343066542238,0.859485647865
ZMIZ1,2.0,0.344527739602,0.862492986272
CASP1,2.0,0.345432126205,0.86279761432
CASP4,2.0,0.345432126205,0.86279761432
CARD16,2.0,0.345432126205,0.86279761432
AGPS,2.0,0.346383083123,0.864519891236
CRTC2,2.0,0.348018023861,0.866638256709
RPS27,2.0,0.348018023861,0.866638256709
RAB13,2.0,0.348018023861,0.866638256709
PI4KA,2.0,0.360388150923,0.868661527041
SNAP29,2.0,0.360388150923,0.868661527041
UFD1L,2.0,0.360388150923,0.868661527041
MRPL40,2.0,0.360388150923,0.868661527041
CPZ,2.0,0.354998524324,0.868661527041
ESYT2,2.0,0.351490073904,0.868661527041
CHMP4C,2.0,0.354178795591,0.868661527041
MED15,2.0,0.360388150923,0.868661527041
FKBP14,2.0,0.358354617066,0.868661527041
ZFAND1,2.0,0.354178795591,0.868661527041
NCAPG2,2.0,0.351490073904,0.868661527041
HIRA,2.0,0.360388150923,0.868661527041
USP18,2.0,0.360388150923,0.868661527041
GNB1L,2.0,0.360388150923,0.868661527041
SCRN1,2.0,0.358354617066,0.868661527041
IMPA1,2.0,0.354178795591,0.868661527041
GGCT,2.0,0.358354617066,0.868661527041
RANBP1,2.0,0.360388150923,0.868661527041
SERPIND1,2.0,0.360388150923,0.868661527041
UBR5,2.0,0.352800004898,0.868661527041
COMT,2.0,0.360388150923,0.868661527041
DGCR8,2.0,0.360388150923,0.868661527041
AP3M1,2.0,0.359555823698,0.868661527041
TRMT2A,2.0,0.360388150923,0.868661527041
EDEM3,2.0,0.351505908043,0.868661527041
GARS,2.0,0.358354617066,0.868661527041
RBBP5,2.0,0.355103789172,0.868661527041
SDF2L1,2.0,0.360388150923,0.868661527041
ALG8,2.0,0.354556214626,0.868661527041
MTA3,2.0,0.351793701318,0.868661527041
PPIL2,2.0,0.360388150923,0.868661527041
ARVCF,2.0,0.360388150923,0.868661527041
RRM2B,2.0,0.352800004898,0.868661527041
SLC25A1,2.0,0.360388150923,0.868661527041
TXNRD2,2.0,0.360388150923,0.868661527041
CRKL,2.0,0.360388150923,0.868661527041
NDUFC2,2.0,0.354556214626,0.868661527041
UBE2L3,2.0,0.360388150923,0.868661527041
CA3,2.0,0.352459750617,0.868661527041
CA2,2.0,0.352459750617,0.868661527041
CA1,2.0,0.352459750617,0.868661527041
IKBKB,2.0,0.355423102102,0.868661527041
DGCR14,2.0,0.360388150923,0.868661527041
FABP4,2.0,0.354178795591,0.868661527041
VANGL2,2.0,0.361691906083,0.869901915211
NCSTN,2.0,0.361691906083,0.869901915211
MICALL2,2.0,0.361339856928,0.869901915211
WWOX,-2.0,0.362190242725,0.870467392944
LAMTOR1,2.0,0.363702206656,0.872832509006
NUMA1,2.0,0.363702206656,0.872832509006
PM20D2,2.0,0.36471791017,0.873368666859
RNGTT,2.0,0.36471791017,0.873368666859
UBE2J1,2.0,0.36471791017,0.873368666859
AP1M1,2.0,0.366121212544,0.874188022494
FAM32A,2.0,0.366121212544,0.874188022494
TSR2,2.0,0.366673426698,0.874188022494
FAM120C,2.0,0.366673426698,0.874188022494
SERPINC1,2.0,0.367174830131,0.874188022494
DARS2,2.0,0.367174830131,0.874188022494
DAP3,2.0,0.366522180286,0.874188022494
MSTO1,2.0,0.366522180286,0.874188022494
UBAC2,2.0,0.367949010811,0.874529078331
RAE1,2.0,0.368111423355,0.874529078331
RBM38,2.0,0.368111423355,0.874529078331
COL5A3,2.0,0.369636166443,0.877521035483
DSG2,2.0,0.370858160448,0.878530040547
TTR,2.0,0.370858160448,0.878530040547
DSC2,2.0,0.370858160448,0.878530040547
HS2ST1,2.0,0.371544505671,0.879525898536
AZGP1,2.0,0.380496215898,0.883638332848
CPSF4,2.0,0.380496215898,0.883638332848
SIN3B,2.0,0.377560852474,0.883638332848
AKAP13,2.0,0.373587423973,0.883638332848
TRIM4,2.0,0.380496215898,0.883638332848
KIDINS220,2.0,0.376847660193,0.883638332848
CMPK2,2.0,0.376847660193,0.883638332848
GGH,2.0,0.377090767332,0.883638332848
C21orf33,2.0,0.379111133486,0.883638332848
PWP2,2.0,0.379111133486,0.883638332848
CNPY4,2.0,0.380496215898,0.883638332848
KIAA1429,2.0,0.376612539053,0.883638332848
IPO5,2.0,0.380369656068,0.883638332848
ARPC1A,2.0,0.380496215898,0.883638332848
KIAA1522,2.0,0.37663424685,0.883638332848
BLVRB,2.0,0.379872232566,0.883638332848
ARPC1B,2.0,0.380496215898,0.883638332848
TAF6,2.0,0.380496215898,0.883638332848
ZKSCAN1,2.0,0.380496215898,0.883638332848
COPS6,2.0,0.380496215898,0.883638332848
MCM7,2.0,0.380496215898,0.883638332848
BUD31,2.0,0.380496215898,0.883638332848
POLB,2.0,0.375882636395,0.883638332848
MBOAT2,2.0,0.376847660193,0.883638332848
YARS,2.0,0.37663424685,0.883638332848
PDAP1,2.0,0.380496215898,0.883638332848
YTHDF3,2.0,0.377090767332,0.883638332848
LLPH,2.0,0.385374282786,0.885717009091
DDX39A,2.0,0.387819240751,0.885717009091
TRMT1L,2.0,0.387421439098,0.885717009091
GIPC1,2.0,0.387819240751,0.885717009091
DNAJB1,2.0,0.387819240751,0.885717009091
RPS21,2.0,0.385822671877,0.885717009091
LAMA5,2.0,0.385822671877,0.885717009091
IVNS1ABP,2.0,0.387421439098,0.885717009091
IMPAD1,2.0,0.38603677851,0.885717009091
DLGAP4,2.0,0.383251600373,0.885717009091
RAD23A,2.0,0.385156371185,0.885717009091
NFATC2,2.0,0.382870448184,0.885717009091
GADD45GIP1,2.0,0.385156371185,0.885717009091
CDKAL1,2.0,0.387499606834,0.885717009091
TECR,2.0,0.387819240751,0.885717009091
TPR,2.0,0.387421439098,0.885717009091
FAM129A,2.0,0.387421439098,0.885717009091
PKN1,2.0,0.387819240751,0.885717009091
RNF2,2.0,0.387421439098,0.885717009091
CAND1,2.0,0.385374282786,0.885717009091
PRG4,2.0,0.387421439098,0.885717009091
MYL9,2.0,0.383251600373,0.885717009091
NDUFB7,2.0,0.387819240751,0.885717009091
C1orf27,2.0,0.387421439098,0.885717009091
KIF1A,2.0,0.390906735928,0.889129683782
GPC1,2.0,0.390906735928,0.889129683782
CADM4,2.0,0.391464414753,0.889129683782
IRGQ,2.0,0.391464414753,0.889129683782
IQGAP3,2.0,0.390124886529,0.889129683782
ZNF428,2.0,0.391464414753,0.889129683782
NDUFA10,2.0,0.390906735928,0.889129683782
PLAUR,2.0,0.391464414753,0.889129683782
LSM4,2.0,0.391847074479,0.889387972067
CDYL,2.0,0.392951108509,0.890671224017
RPP40,2.0,0.392951108509,0.890671224017
SLPI,2.0,0.397000904982,0.898351619821
COMMD9,2.0,0.397697844396,0.898351619821
SRBD1,2.0,0.397157199023,0.898351619821
UBXN2B,2.0,0.396914060866,0.898351619821
TRAF6,2.0,0.397697844396,0.898351619821
TROVE2,2.0,0.398956465582,0.89996523307
CDC73,2.0,0.398956465582,0.89996523307
CFH,2.0,0.399936155021,0.901560234938
KIAA1217,2.0,0.401598345368,0.9046905505
PDCD2L,2.0,0.403328923367,0.905504921638
UBA2,2.0,0.403328923367,0.905504921638
SFPQ,2.0,0.403150225104,0.905504921638
GPI,2.0,0.403328923367,0.905504921638
IFI16,2.0,0.402563615179,0.905504921638
CCDC124,2.0,0.408632633617,0.907713408429
PDE3A,2.0,0.408700776829,0.907713408429
ECE2,2.0,0.408704343862,0.907713408429
RPS24,2.0,0.406560576042,0.907713408429
ANAPC7,2.0,0.407583150969,0.907713408429
ITPR2,2.0,0.404849508027,0.907713408429
EPHB3,2.0,0.408704343862,0.907713408429
AHCTF1,2.0,0.405036378633,0.907713408429
POLR2H,2.0,0.408704343862,0.907713408429
ATP2A2,2.0,0.407583150969,0.907713408429
ARPC3,2.0,0.407583150969,0.907713408429
PPTC7,2.0,0.407583150969,0.907713408429
EIF4G1,2.0,0.408704343862,0.907713408429
VPS29,2.0,0.407583150969,0.907713408429
VPS8,2.0,0.408704343862,0.907713408429
PSMD2,2.0,0.408704343862,0.907713408429
ISG20,2.0,0.41066119673,0.907791829938
POLG,2.0,0.41066119673,0.907791829938
MFGE8,2.0,0.41066119673,0.907791829938
MRPS11,2.0,0.41066119673,0.907791829938
HAPLN3,2.0,0.41066119673,0.907791829938
FANCI,2.0,0.41066119673,0.907791829938
MRPL46,2.0,0.41066119673,0.907791829938
MNDA,2.0,0.41393544915,0.910523669108
DOCK7,2.0,0.414252467831,0.910523669108
DEK,2.0,0.41359779977,0.910523669108
GFM2,-2.0,0.414925663546,0.910523669108
MBOAT1,2.0,0.414178700654,0.910523669108
ACOX3,2.0,0.412945152978,0.910523669108
FAM169A,-2.0,0.414925663546,0.910523669108
HEXB,-2.0,0.414925663546,0.910523669108
AFAP1,2.0,0.412945152978,0.910523669108
MAP2K4,-2.0,0.413840756814,0.910523669108
NSA2,-2.0,0.414925663546,0.910523669108
NOM1,2.0,0.415620245319,0.911443071134
CKAP4,2.0,0.416270831682,0.911660688987
POLR3B,2.0,0.416270831682,0.911660688987
ZMYND11,2.0,0.417591607739,0.913948012438
NEK7,2.0,0.418340535098,0.914981580403
HDAC4,2.0,0.422958443883,0.915222286376
ALG9,2.0,0.422543206186,0.915222286376
MRPL38,2.0,0.419341184442,0.915222286376
PKLR,2.0,0.422566363228,0.915222286376
MYO6,2.0,0.421349898121,0.915222286376
SCAMP3,2.0,0.422566363228,0.915222286376
PRPF4B,2.0,0.419341239942,0.915222286376
THBS3,2.0,0.422566363228,0.915222286376
ECI2,2.0,0.419341239942,0.915222286376
ATP6V1A,2.0,0.423432143379,0.915222286376
NAA50,2.0,0.423432143379,0.915222286376
FDPS,2.0,0.422566363228,0.915222286376
GBA,2.0,0.422566363228,0.915222286376
MSH3,-2.0,0.420186946747,0.915222286376
MUC1,2.0,0.422566363228,0.915222286376
MTX1,2.0,0.422566363228,0.915222286376
LRPPRC,2.0,0.420324925948,0.915222286376
SH3GLB1,2.0,0.422671885489,0.915222286376
ADNP,2.0,0.4245060583,0.916721571899
SRGAP3,2.0,0.424680208088,0.916721571899
RNF121,2.0,0.425366594893,0.917604259173
PRCP,2.0,0.426107750082,0.918005426397
LRIG1,2.0,0.426072183864,0.918005426397
CCNL1,2.0,0.427564512408,0.920544168317
TTC39C,2.0,0.435578789803,0.9210096278
C18orf8,2.0,0.435578789803,0.9210096278
CD2AP,2.0,0.435411346503,0.9210096278
LLGL2,2.0,0.434679453936,0.9210096278
LDHB,2.0,0.433977289828,0.9210096278
ITM2B,-2.0,0.433121033981,0.9210096278
GOLT1B,2.0,0.433977289828,0.9210096278
RECQL5,2.0,0.434679453936,0.9210096278
GALK1,2.0,0.434679453936,0.9210096278
SAP30BP,2.0,0.434679453936,0.9210096278
SLC25A19,2.0,0.434679453936,0.9210096278
PYROXD1,2.0,0.433977289828,0.9210096278
USP25,2.0,0.432072087389,0.9210096278
PTPRC,2.0,0.430727637614,0.9210096278
RIOK3,2.0,0.435578789803,0.9210096278
SND1,2.0,0.434196348749,0.9210096278
GRB2,2.0,0.434679453936,0.9210096278
SUMO2,2.0,0.434679453936,0.9210096278
MRPS7,2.0,0.434679453936,0.9210096278
NUP85,2.0,0.434679453936,0.9210096278
ATF7IP,2.0,0.429183674893,0.9210096278
NPC1,2.0,0.435578789803,0.9210096278
MIF4GD,2.0,0.434679453936,0.9210096278
LAMA3,2.0,0.435578789803,0.9210096278
CASKIN2,2.0,0.434679453936,0.9210096278
RECQL,2.0,0.433977289828,0.9210096278
ITGB4,2.0,0.434679453936,0.9210096278
GGA3,2.0,0.434679453936,0.9210096278
NDUFB5,2.0,0.443431641107,0.922282035937
YLPM1,2.0,0.441150355694,0.922282035937
LSM14B,2.0,0.4410555131,0.922282035937
MRPL47,2.0,0.443431641107,0.922282035937
TRAPPC8,2.0,0.443123721384,0.922282035937
PREPL,2.0,0.440173539718,0.922282035937
ACTL6A,2.0,0.443431641107,0.922282035937
AASS,2.0,0.437766289573,0.922282035937
ZMYND8,2.0,0.441849134302,0.922282035937
GNB4,2.0,0.438146922391,0.922282035937
PSMA7,2.0,0.4410555131,0.922282035937
ACP1,2.0,0.44083348738,0.922282035937
HMCN1,2.0,0.442308505873,0.922282035937
MFN1,2.0,0.438146922391,0.922282035937
PAK1IP1,2.0,0.44037569983,0.922282035937
CYFIP1,-2.0,0.439965343144,0.922282035937
PXDN,2.0,0.44083348738,0.922282035937
PDCD10,2.0,0.443313416266,0.922282035937
CYTH1,2.0,0.443277967612,0.922282035937
USP36,2.0,0.443277967612,0.922282035937
PIK3CA,2.0,0.438146922391,0.922282035937
COL14A1,2.0,0.439565721163,0.922282035937
USP13,2.0,0.443431641107,0.922282035937
SS18L1,2.0,0.4410555131,0.922282035937
TMEM14C,2.0,0.44037569983,0.922282035937
TAF4,2.0,0.4410555131,0.922282035937
MBP,-2.0,0.446374881777,0.926655200275
CTDP1,-2.0,0.446374881777,0.926655200275
TXNL4A,-2.0,0.446374881777,0.926655200275
COL4A1,2.0,0.447572406213,0.928297419304
RIT1,2.0,0.448288774911,0.928297419304
DHTKD1,2.0,0.447889274464,0.928297419304
KIAA0907,2.0,0.448288774911,0.928297419304
ARRB1,2.0,0.448723529015,0.928616214301
CAMSAP2,2.0,0.449451854458,0.928960801683
LAD1,2.0,0.449451854458,0.928960801683
SMAD2,-2.0,0.45006949594,0.9296563542
FBXO6,2.0,0.452971231951,0.929894575896
ASH1L,2.0,0.452868130101,0.929894575896
PLCB4,2.0,0.451188690537,0.929894575896
MORF4L1,2.0,0.452684447896,0.929894575896
AGTRAP,2.0,0.452971231951,0.929894575896
CTSH,2.0,0.452684447896,0.929894575896
TMED3,2.0,0.452684447896,0.929894575896
PDSS2,2.0,0.453277912411,0.929894575896
BEND3,2.0,0.453277912411,0.929894575896
C6orf203,2.0,0.453277912411,0.929894575896
OPA1,2.0,0.450778825499,0.929894575896
ADSS,2.0,0.454738003529,0.93231157946
SH3D19,2.0,0.46709379803,0.932626830818
PLAU,2.0,0.465385164828,0.932626830818
SUPT16H,2.0,0.474476982663,0.932626830818
PRELP,2.0,0.470900577008,0.932626830818
CRIP2,2.0,0.469997770222,0.932626830818
NCF2,2.0,0.477735062415,0.932626830818
STON2,2.0,0.465366838705,0.932626830818
PACS2,2.0,0.469997770222,0.932626830818
PRDX6,2.0,0.457711186686,0.932626830818
RCHY1,2.0,0.476441731462,0.932626830818
EPDR1,2.0,0.471651856165,0.932626830818
ADSSL1,2.0,0.469997770222,0.932626830818
SEC24B,-2.0,0.474162161849,0.932626830818
RABGAP1L,2.0,0.477538533407,0.932626830818
TDRKH,2.0,0.469071123802,0.932626830818
TATDN1,2.0,0.477590960411,0.932626830818
WDR1,2.0,0.470708298889,0.932626830818
MTA1,2.0,0.469997770222,0.932626830818
THEM4,2.0,0.469071123802,0.932626830818
APCS,2.0,0.472745363356,0.932626830818
FMOD,2.0,0.470900577008,0.932626830818
SFRP4,2.0,0.471651856165,0.932626830818
G3BP2,2.0,0.476441731462,0.932626830818
USO1,2.0,0.476441731462,0.932626830818
SCARB2,2.0,0.476441731462,0.932626830818
CACYBP,2.0,0.472643705746,0.932626830818
NAAA,2.0,0.476441731462,0.932626830818
DNAJB11,2.0,0.463953319311,0.932626830818
METTL3,2.0,0.474476982663,0.932626830818
FAM20B,2.0,0.457802109704,0.932626830818
INF2,2.0,0.469997770222,0.932626830818
SDAD1,2.0,0.476441731462,0.932626830818
IGF2BP2,2.0,0.463953319311,0.932626830818
SEL1L,2.0,0.465366838705,0.932626830818
SSR3,2.0,0.455518361045,0.932626830818
MB21D2,2.0,0.463378183178,0.932626830818
MKLN1,2.0,0.464053307929,0.932626830818
SMG7,2.0,0.477735062415,0.932626830818
TOX4,2.0,0.474476982663,0.932626830818
BCAP31,2.0,0.456531483356,0.932626830818
MRPL9,2.0,0.469071123802,0.932626830818
ZBTB7B,2.0,0.464642281147,0.932626830818
PCF11,2.0,0.476609113175,0.932626830818
PODXL,2.0,0.464053307929,0.932626830818
AHNAK2,2.0,0.469997770222,0.932626830818
ABCD1,2.0,0.456531483356,0.932626830818
CCDC90B,2.0,0.476609113175,0.932626830818
MRPS14,2.0,0.472643705746,0.932626830818
TOR3A,2.0,0.457802109704,0.932626830818
DUSP23,2.0,0.472745363356,0.932626830818
DYNC2H1,2.0,0.460247983363,0.932626830818
CSRP1,2.0,0.471221510454,0.932626830818
CDH2,2.0,0.474933299043,0.932626830818
DCUN1D5,2.0,0.460247983363,0.932626830818
PBX1,2.0,0.46400544956,0.932626830818
CDK13,2.0,0.459624626977,0.932626830818
LPP,2.0,0.469572216742,0.932626830818
C12orf4,2.0,0.47264421638,0.932626830818
S100A10,2.0,0.469071123802,0.932626830818
RAB2B,2.0,0.474476982663,0.932626830818
IGSF8,2.0,0.472745363356,0.932626830818
NUDT14,2.0,0.469997770222,0.932626830818
CCDC109B,-2.0,0.474162161849,0.932626830818
CRIP1,2.0,0.469997770222,0.932626830818
GDI2,2.0,0.471349467132,0.932626830818
TAOK3,2.0,0.459058657478,0.932626830818
RALGPS2,2.0,0.457802109704,0.932626830818
CHD8,2.0,0.474476982663,0.932626830818
DHX36,2.0,0.463528968912,0.932626830818
S100A11,2.0,0.469071123802,0.932626830818
NUP54,2.0,0.476441731462,0.932626830818
RCN2,2.0,0.476069181177,0.932626830818
ARPC5,2.0,0.477735062415,0.932626830818
FAM208B,2.0,0.471349467132,0.932626830818
TMEM65,2.0,0.477590960411,0.932626830818
ADAM15,2.0,0.464642281147,0.932626830818
CRP,2.0,0.472745363356,0.932626830818
TAGLN2,2.0,0.472745363356,0.932626830818
ZHX2,2.0,0.475475926733,0.932626830818
CD5L,2.0,0.468038100796,0.932626830818
AKT1,2.0,0.469997770222,0.932626830818
SUDS3,2.0,0.478938653828,0.934424854401
MCM4,2.0,0.534742442355,0.934975357689
RPL28,2.0,0.511608360551,0.934975357689
SLBP,2.0,0.529435737316,0.934975357689
RPL6,2.0,0.538559502671,0.934975357689
SLC4A1AP,2.0,0.541420565459,0.934975357689
SRPK2,2.0,0.524804669981,0.934975357689
CYCS,2.0,0.483752547135,0.934975357689
ADD1,2.0,0.51540483105,0.934975357689
ATXN2,2.0,0.504534551886,0.934975357689
NSDHL,2.0,0.537600163782,0.934975357689
IGF1R,2.0,0.493927546611,0.934975357689
C15orf57,-2.0,0.489350644511,0.934975357689
PTP4A3,2.0,0.505179991306,0.934975357689
PTPN9,2.0,0.489933560259,0.934975357689
CCDC50,2.0,0.506195749337,0.934975357689
INSR,-2.0,0.511852665025,0.934975357689
GIT2,2.0,0.538559502671,0.934975357689
GLO1,2.0,0.526846528172,0.934975357689
DNAJC19,2.0,0.511028207406,0.934975357689
EIF2AK4,-2.0,0.489350644511,0.934975357689
ELL,2.0,0.48247518307,0.934975357689
PLBD2,2.0,0.538559502671,0.934975357689
KIAA1468,-2.0,0.514062884241,0.934975357689
USE1,2.0,0.534262185537,0.934975357689
HOOK3,2.0,0.508752854371,0.934975357689
L1CAM,2.0,0.540601447108,0.934975357689
SLC39A10,2.0,0.520303045152,0.934975357689
AK4,2.0,0.498556226886,0.934975357689
ULK3,2.0,0.511919102719,0.934975357689
DDX54,2.0,0.538559502671,0.934975357689
XPO5,2.0,0.511045478123,0.934975357689
OSBPL3,2.0,0.483752547135,0.934975357689
MMAB,2.0,0.538559502671,0.934975357689
PPM1B,2.0,0.489419011088,0.934975357689
TACC3,2.0,0.529435737316,0.934975357689
BABAM1,2.0,0.534262185537,0.934975357689
SCAMP2,2.0,0.511919102719,0.934975357689
