mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
P35173	20863	NP_079564.1			
B9EIV3					
A0A0A6YVV1					
O55229	12651	NP_031718.1	1120	NP_005189.2	Q9Y259
Q3KP09					
Q61050					
F7BAT9					
X5J5L8					
Q8C4V9					
Q505H0					
Q69ZN7	226101	NP_001093104.1;NP_001289069.1	26509	NP_038479.1	Q9NZM1
G3UWK6					
A0A0R4J1E4					
D3YTM3					
A0A0J9YUF5					
E9Q7E7					
Q5F296					
Q3TTJ8					
A0A0A0MQJ2					
E9PZS9					
Q4QQK5					
A0A0R4J117					
Q3U5C2					
G8FSY5					
E0CYC7					
Q3UYM3					
Q05CH7					
A0A0A6YXI3					
F8WJI3					
A0A075B626					
Q8VFJ1					
V9GXE7					
A2CG77					
F6YC79					
Q5R1F9					
F6YAE0					
Q3UX44					
Q9D7V2	70082	XP_006511494.1	256586		Q8IV50
D6RFD3					
A0A0A6YW84					
Q3U7A6					
A0A0R4J1K1					
Q3UFL5					
A0A087WRU7					
D3YYG8					
E9Q516					
B3STQ1					
A0A087WPK4					
Q80U57	242662	NP_891559.1;XP_006503164.1;XP_006503165.1	9783	NP_055562.2	Q9UJD0
Q6GQX6	75691	NP_001019307.1;XP_006538395.1	203286	NP_775822.3	Q68DC2
D6RHB1					
D3YYU7					
K7T942					
Q3TVV7					
E9QAH3					
Q6PDS5					
Q6DR98					
A0A075B5T8					
A0A0R4J273					
A6H624					
Q80SU7	100042856	NP_001229968.1;NP_001229969.1;XP_017177385.1			
Q8BST8					
Q3UMM1					
E9QN38					
E9QA94					
Q3USH0					
O98032					
Z4YMD3					
Q7TQY0					
F7D2T2					
Q3UQU1					
A0A087WSS1					
F6QPF7					
Q62470	16400	NP_001293000.1;NP_001293091.1;NP_038593.1;XP_006532373.1;XP_006532374.1	3675	NP_005492.1	P26006
F6TZK4					
Q6LBV8					
A7XV07	639774	NP_001093936.2;XP_017175827.1			
Q8BTX9	72552	NP_780394.1;XP_006531459.1;XP_006531460.1	83693	NP_113651.4	Q3SXM5
A2BFR3					
H3BL39					
A2AN61					
Q8K3Y5					
Q9CQC5	260409	NP_080790.1;XP_006524358.1	10602	NP_006440.2	Q9UKI2
Q8BI07					
A0A1B0GSL5					
Q9D0L7	67211	NP_080310.1	83787	NP_114111.2	Q8N2F6
A0A087WRR2					
Q8BS97					
Q7TPY2					
Q8C059					
Q3U261					
Q3TCI2					
Q8C8H5					
A2BE23					
P04095	18811	NP_112468.1			
A0A0B4J1N1					
H6U1G6					
Q3V2G6					
Q3U2D5					
E9Q1L1					
V9GXL8					
Q3V2F4					
A2AI05	78797	NP_001075945.1;NP_001239470.1	27158	NP_001137498.1	Q9UHB4
Q3UPC8					
Q3UNE3					
A0A0G2JGQ5					
Q8CC40					
Q505Q0					
Q6R5H5					
Q3TV84					
Q5YL88					
Q3UJ82					
J3KML9					
Q3U6K9					
Q8BV64					
Q9Z0V9					
A6PWN1					
E9Q6U7					
Q0PM16					
Q2TJH5					
Q923L3	94109	NP_444401.2	64478	NP_150094.5	Q96PZ7
P14404					
Q3UZ78					
Q80W63					
Q5XPI3	84585	NP_001298081.1;NP_115932.1;XP_006511940.1;XP_006511941.1;XP_006511942.1;XP_017169196.1	63891	NP_071347.2	Q5XPI4
L0CUZ4					
Q2M4J2					
Q66X03	233001	NP_001041684.1;NP_001041685.1			
A0A1B0GRQ7					
E9PX27					
A2AVJ5	72446	NP_001077279.1;NP_001104319.1;NP_780390.3;XP_006500301.1;XP_006500303.1;XP_006500304.1;XP_017174768.1	79899	NP_001153639.1	Q6MZQ0
Q8CJ26	67169	NP_080288.1			
Q8BJ16					
G3UYY0					
Q9CVH5					
H3BJE8					
Q3TDN4					
Q920R9					
A0A0N4SV81					
D3Z0T0					
Q8CFR7					
A0A140LIU7					
Q3TER0					
Q6P209					
F6Z9B9					
Q3TTA5					
Q3UQN6					
Q9CRC6	66439	NP_079839.1	119032	NP_653192.2	Q96B45
G5E8F4	75540	NP_083606.2	8790	NP_003829.3	O14772
F6RV17					
Q8BVL9	76071	NP_848481.2;XP_017176628.1	152789	NP_001092903.1	Q96N16
Q3TNW3					
Z4YKJ7					
D6RFV4					
Q8R4N9					
D6RCU1					
Q9DCS6					
Q496P2					
Q8CGP1	319184	NP_783596.1	85236	NP_542160.1	O60814
K4DI78					
F2Z3V7					
K7T9R7					
E9PXF8					
O89070					
A2AWH8					
Q922C7					
Q8K058					
F6XQW1					
Q6LC38					
A0N274					
Q8VG54					
F8VQ90					
F8WHT8					
Q99MD5					
Q3UXA6					
E9PUK2					
P03921	17721	NP_904338.1	4540	YP_003024036.1	P03915
Q9R069	57278	NP_065232.1	4059	NP_005572.2	P50895
Q8BMP0					
G8CZ78					
S4R1Q7					
Q8CCY8					
Q542G0					
E9Q2Z9					
F8SLQ3					
O55208	26910	NP_036143.1	344018	NP_001004311.2	Q6QHK4
Q58E53					
Q03288	50518	NP_056585.2	434	NP_001663.2	P42127
Q91XY9					
Q3TRD6					
Q8BQR1					
Q4KML4	73112	NP_082716.1	58527	NP_067066.1	Q9P1F3
Q59IW8					
Q8VCP4					
A0A140LJK4					
D6RJL7					
A6NAV6					
E9PVM6					
Q05D38					
D3Z287					
X5J540					
B2RRA9					
Q9D792					
A0A0A6YX14					
G5E8V9					
A2A6D1					
F6USE5					
Q3TA66					
Q99JZ4					
B7ZNU5					
Q9EQM0					
A0A0U1RPQ0					
A0A087WNT2					
Q5R1H8					
Q3UNM3					
Q3TS10					
E9Q107					
Q5I7S8					
Q3TPW2					
Q9CT36					
D3YU42					
Q3U6X5					
Q5NC55					
Q9ERC8	13508	NP_112451.1	1826	NP_001380.2	O60469
Q99LI6					
X5J5P4					
Q8K4M5	17846	NP_653097.2	150684	NP_689729.1	Q8N668
Q8BIU4					
Q922E6	75619	NP_766010.1	22868	NP_001129665.1	Q9NYY8
Q8R395	66398	NP_079812.1	28991	NP_001074473.1	Q9GZQ3
Q8BKJ0					
Q3ULQ8					
B2RQQ1					
Q8R0M4					
E9Q3X4					
E9PV55					
Q3U425					
Q8CCK1					
Q62406	16179	NP_001171445.1;NP_001171447.1;NP_032389.2	3654		P51617
E9QPF8					
A6H6J8					
P97326	12563	NP_031692.2;XP_006520080.1	1004	NP_004923.1	P55285
Q6PAJ3	242915	NP_001161351.1	150946	NP_001161713.1	Q75VX8
A0A0R4J0G2					
Q9CUM9					
E0CX93					
Q923M0	73062	NP_203535.1;XP_006521530.1	84988	NP_116291.1	Q96I34
Q8R5M0	209047	NP_683753.1	126326	NP_573568.1	Q8TF64
A0A140T8U1					
B9EKP7					
Q8CFV2	212326	NP_705763.1	25854	NP_001006656.1	A5PLN7
Q8BIL2	403174	NP_001297479.1;NP_997160.1	345222	NP_001036155.1	Q6ZTZ1
A8IP79					
A0A140LIE4					
Q3V3V3					
Q8BPZ2					
Q546K5					
A0A140LJG8					
Q8BR34					
O09043	16541	NP_032463.1	9476	NP_004842.1	O96009
Q8R2R5	243371	NP_001103630.1;NP_808404.2;XP_006506135.1;XP_006506136.1;XP_006506137.1;XP_006506138.1;XP_006506139.1	65999	NP_076431.1	Q9BV99
Q3UCK1					
A6NAT7					
E9PYL0					
Q0VDR7					
Q80VR1					
E9Q8M0					
Q5Q9G9					
P20664	19075	NP_032947.1	5557	NP_000937.1	P49642
K7N659					
D3YVU6					
O08636					
Q6QI06	78757	NP_084444.3	253260	NP_001272368.1	Q6R327
O35841	11800	NP_031492.2	8539	NP_001136402.1	Q9BZZ5
Q5PPR0					
A0A0A6YX32					
Q8C1L9					
Q3UTN0					
A0A1B0GRR0					
B0QZF7	216974	XP_006533026.1	147011		Q8NCQ7
Q9CWP6	76763	NP_001277452.1;NP_001277453.1;NP_084006.2	158747	NP_689794.1	Q8NHP6
Q0VF52					
Q8K506					
A0A140LJ35					
D6RGU8					
G3UZS2					
Q3UEW6					
Q6IS38					
Q9D7P9	71869	NP_001186142.1;NP_082247.1	89777	NP_536722.1	Q96P63
Q922B1	107227	NP_598908.2	28992	NP_054786.2	Q9BQ69
B1B1D7					
F7D2E0					
Q9CZ92	66336	NP_079771.1	401541	NP_001012267.1	Q6IPU0
O35060					
G5E8Y6					
F8WGD4					
D6RGT9					
Q69ZL7					
Q8R2M1					
A0A087WQB0					
Q61160	14082	NP_034305.1	8772	NP_003815.1	Q13158
Q7TRI4					
D3Z2R7					
A0A0J9YVC7					
Q3V139					
A0JNU3	104816	NP_001074638.1	374569	NP_001073933.2	Q86U10
L7N2E2					
A0A1B0GSF0					
Q9D3Y5					
Q9CUK1					
Q3UZ02					
O89061					
Q3UK76					
Q80WV2					
A2AJP9					
Q8HWC1					
Q7TRR3					
Q8CI62					
E0CYE7					
Q75NR7	79456	NP_478121.2	9401	NP_004251.3	O94761
E9Q3X7					
Q0VES3					
P18608	15312	NP_032277.3	3150	NP_004956.5	P05114
Q5U476					
Q3UG14					
Q8C6U6					
A0A0N4SV44					
B9EKY4					
Q8JZR9					
E0CXT0					
P17932					
Q8C4Y8					
Q9D1S1					
A2A580					
A2ASW8					
Q6PGD0	381629	NP_082131.2;NP_997635.1	51374	NP_542159.3	Q6UW56
Q66JR0					
Q8BLK2					
A2A9I2					
Q3USF6					
J3QJZ7					
Q8BWW0					
F8WIG8					
Q3V197					
E0CXW1					
B2RXS3					
J3QMX3					
A9X413					
B7ZCQ0					
P23589	12352	NP_031634.2	763	NP_001730.1	P35218
A0A1B0GQZ6					
P55849	13505	NP_001278733.1	1823		Q08554
Q8CHI8	75560	NP_083613.2;NP_775089.1;XP_006535339.1	57634	NP_056224.3	Q96L91
D3Z0X6					
Q9WTJ4	23877	NP_001103798.1;NP_001103799.1;NP_001103800.1;NP_035943.3;XP_006539970.1	84922	NP_116225.2	Q96SL8
E9Q5V1					
E9PWU1					
D3Z3J4					
Q9Z2W8	14802	NP_001106651.1;NP_001106652.1;NP_062665.3	2893	NP_000820.3	P48058
X5J5I3					
P53368	17766	NP_032663.1;XP_006504718.1;XP_006504719.1;XP_006504720.1	4521	NP_945190.1	P36639
H3BJD0					
A2A602					
B8JJA0					
Q9TQM0					
O35204					
G3UZW7					
Q8R393					
G3UYJ3					
Q9DAT0					
Q8CCN1	244202	NP_780741.1	338322	NP_789791.1	Q86W26
Q91XX9					
Q3US92					
A0A075B617					
S4R237					
Q8BQB3					
Q9D1Q4	68563	NP_081043.1;XP_006502046.1	54344	NP_061846.2	Q9P2X0
Q3UKZ5					
K7TDG3					
Q3UQ76					
A0A0G2JDH8					
P12382	18641	NP_032852.2	5211	NP_002617.3	P17858
Q8VE87					
Q9EQS7					
Q8C655					
Q9D6I3	382562	NP_082652.1;XP_006515201.1;XP_006515202.1;XP_006515203.1	375189	NP_955378.1	Q8NHR9
A2AB66					
Q5F228					
P18111	12590	NP_034010.3	1044	NP_001795.2	P47902
Q8VFC3					
P24721	11890	NP_001300854.1;NP_001300855.1;NP_001300856.1;NP_031519.1	433	NP_001172.1	P07307
O08640	23927	NP_038735.2			
A0A0G2JDA0					
Q8K130					
Q8BGC1	77877	NP_001159832.1;NP_084274.1	55322	NP_060826.2	Q49AR2
S4R2S7					
B2KGP3					
E9PYP7					
A2AIX0					
Q0GJK3					
A0A0R4J1J6					
A0A0R4J0V5					
Q8BFX6					
Q3UH16					
Q8BGD5	78070	NP_001239399.1;NP_710146.1	126129	NP_689572.1	Q8TCG5
Q8C814					
A0A0A6YW23					
F6WA09					
Q9CR52					
Q3THS8					
Q8BZ62					
M0QWH1					
B1AUF1					
Q91ZH2					
P39654	11687	NP_033790.3	246	NP_001131.3	P16050
G3UX15					
D3YUL8					
Q497N6	58251	NP_067415.2;XP_006533923.1;XP_011247468.1	100653515	NP_001230469.1	Q96MC4
S4R202					
Q8CFE8					
Q80ZX9					
A2ALF0					
E9Q4V1					
J3QMD9					
A0A0G2JDE4					
Q546H1					
A0A087WRF5					
S4R2J6					
C9K0Y5					
Q8BIS4					
Q99KZ1					
A0A087WNM9					
P28311	13238	NP_034169.2			
Q9D9I2					
J3QK25					
A0A0A6YXI1					
O35425	51800	NP_058058.1	666	NP_115904.1	Q9UMX3
L7N295					
E9QLT0					
Q9JL95	53856	NP_058610.1;XP_006499964.1	10394	NP_006084.2	Q9Y2Y8
Q9CTN4	73296	NP_082769.1	22836	NP_055714.3	O94955
B7ZBV7					
A0A0G2JF53					
F6VA16					
P51827					
E9PWX6					
Q6P5F4					
A0A0G2JDY0					
Q4FJV8					
D3Z6X0					
Q3V2E8					
A6PW70					
Q5DUA4					
A0A140LI94					
H3BJK2					
V9GZJ5					
A0A0B6VKP5					
E9PWK2					
Q9QZ79					
F6W2C7					
A0A1B0GR97					
Q05BL5					
D3YVV6					
Q7TQR6					
A0A1B0GRF9					
Q8C7N4					
X4ZGA7					
A0A0A6YWG2					
P70305					
H3BJK5					
Q9D6E0					
Q8BTS6					
Q8CDE3					
J3QJU0					
Q8BJL9					
Q3TAF7					
Q5R1C2					
I3PGL8					
D3Z5R9					
Q80X51					
G5E8S0					
A0A0A0MQI2					
Q60604	20259	NP_001139668.1;NP_033158.2	85477	NP_001106177.1	Q9Y6U3
Q9CXY7					
F7A9A8					
Q544A5					
A0A0G2JG86					
Q1WWJ8					
D3YZE8					
Q8BS14					
A2AER9					
A0A0R4J0A0					
F6TGV1					
D3YVS0					
Q9D6Y3					
F6X7I4					
H3BJ99					
E0CYT0					
Q8QZY1	223691	NP_660121.2	51386	NP_057175.1	Q9Y262
Q6W037					
Q9QUM9	26443	NP_036098.1	5687	NP_002782.1	P60900
Q18PJ0					
Q3U2W2					
Q9QXP4	60364	NP_068366.1;XP_006523132.1	29980	NP_060083.1	Q9NYP3
P30557					
Q8VFS5					
E9QA16					
I7HPX5					
Q3UG43					
B1AVD2					
Q3TD80					
Q8VCT8					
Q7TR17					
A0A0R4J1A8					
Q6P3A9	219144	NP_796311.2;XP_011243330.1	115761	NP_612459.1	Q969Q4
A2ATK8					
E3UVT9					
A8R0V5					
Q3KN89					
E0CZ46					
Q6NXL6	320213	NP_796077.2;XP_006522301.1;XP_006522302.1;XP_011244235.1	205564	NP_689912.2	Q96HI0
D3Z020					
Q8K1Z2					
F6WLW8					
F6Q3Y1					
V9GWS0					
Q3KNN2					
Q68FH4	69976	NP_001277931.1	2585		Q01415
D3Z719					
Q99K78					
Q8C683					
A3QWY0					
Q542P9					
P40223	12986	NP_031808.2;XP_006502771.1;XP_006502772.1;XP_006502773.1;XP_006502774.1;XP_006502775.1;XP_006502776.1;XP_006502777.1;XP_011238723.1;XP_011238724.1;XP_017175433.1	1441	NP_724781.1	Q99062
E9QKM4					
Q3U2S4	54644	NP_001277466.1;NP_613070.2			
A0A068BFW3					
Q7TRJ0					
A0A1B0GR18					
A0A075B5S1					
Q9CZS1	72535	NP_082546.1	219	NP_000683.3	P30837
A0A140T8S0					
Q91Z05					
Q548J0					
B1AUN0					
Q7TPG3					
F6RX99					
A0A0U1RP12					
D3Z7I8					
A2AF85					
Q7TRM7					
Q9D3H9					
Q3USM4					
Q3TP35					
Q3UJY1					
Q3URI6					
A0A1B0GTA2					
Q9D8I5					
Q8BQ30	76448	NP_001140182.1;NP_001140183.1;NP_780451.1;XP_006525155.2	170954	NP_597728.1	Q6NYC8
Q6PAQ8					
G0YZM8					
Q3TMW7					
Q68FM4					
F6QF44					
M9T811					
Q8CFF1					
Q4FJR2					
A0A0A6YWZ8					
Q501K2					
B0R081					
Q3TD19					
F6YFQ5					
Q3V2W6					
P40935	18948	NP_032916.1	5409	NP_002677.1	P11086
S4R286					
Q4FK51					
B2RVG4					
E9PVG7					
G3X9Q7					
A2ALT1					
Q31140					
A0A140LJK7					
Q3TIF6					
S4R223					
Q61086	14365	NP_067433.1	7976	NP_059108.1	Q9NPG1
O70251	55949	NP_061266.2	1933	NP_066944.1	P24534
P45878	14227	NP_001159840.1;NP_032046.1;XP_006526736.1;XP_006526737.1;XP_006526738.1	2286	NP_004461.2	P26885
Q8R096					
A0A0J9YU06					
D3Z1F9					
E9Q9T1					
Q3UTQ9					
F6YFL2					
D3YTY0					
A9JQD6					
Q5RJW1					
Q9CQ40	18120	NP_080522.1	740	NP_004918.1	Q13405
X5J5A0					
P29121	18551	NP_032819.1	54760	NP_060043.2	Q6UW60
A0A087WPR5					
A0A0R4J1I9					
A0A087WSB8					
Q549R2					
P98203	11877	NP_001258957.1;NP_001258958.1;NP_001258959.1;NP_001258960.1;NP_001258961.1;NP_258435.2	421	NP_001661.1	O00192
P09411	18655	NP_032854.2	5230	NP_000282.1	P00558
Q5XQL1					
F5BFH0					
Q3USK4					
D6RFT8					
Q3T9X4					
B9EKF5					
Q9Z160	16834	NP_038609.3	9382	NP_061184.1	Q8WTW3
A0A0A6YYE3					
Q3U131					
Q8BSI6	71843	NP_001139484.2			
Q9CX59					
B1AWM5					
E9Q0V8					
Q6NS59	68187	NP_080880.4;XP_017177767.1	57579	NP_001156001.1	Q9P2D6
D3YWY4					
D3YVZ8					
Q8BI52					
Q99KA9					
E9QQ91					
Q9D5X0					
A1A4A7					
F6YBB8					
E9Q2X0					
E9Q226					
D3YV71					
P82349	24051	NP_036020.1	6443	NP_000223.1	Q16585
E0CZ13					
P59270	280645	NP_742122.2	135152	NP_542780.1	Q9NPZ5
Q8R126					
D6REI6					
E0CX40					
H3BJX5					
A2AP89					
Q9DAW4					
G4WK09					
J3QMF4					
Q3UUM5					
Q8C6M9					
Q14AF1					
A0A0G2JDT1					
Q00493	12876	NP_038522.2	1363	NP_001864.1	P16870
Q6P8K5					
Q8VGJ8					
Q3UTV4					
F6VR46					
A0A0D4DAH6					
E9Q271					
G3UYA8					
Q9CYM4					
Q8CGM7					
Q3TDS9					
Q7M731					
A2A8S3					
S4R2R0					
Q5SUS8					
Q810H9					
E9QLC6					
Q3TC77					
Q9DAG6					
F7BJW2					
K7N6S8					
Q8BR71					
Q2NL54					
Q91ZB7	244238	NP_780743.1	116534	NP_001034254.2	Q86SM8
Q3UPU3					
Q3TS98					
F7CII1					
Q3TWI9	224807	NP_937810.2;XP_006524199.1;XP_006524200.1	55362	NP_060896.1	Q5T3F8
Q3V033					
S4R194					
D6RFU9					
Q8K1U2					
Q4FZ94					
Q8C7Z5					
A6H5Z4					
B1AXE0					
A2AHM8					
Q6P1B6					
Q3TWK2					
Q80XR4					
A2AWP4					
Q3TVD8					
Q8BI72	70925	NP_765995.1	55602	NP_060102.1	Q9NXV6
Q7TR07					
P26361	12638	NP_066388.1;XP_006505040.1;XP_006505041.1	1080	NP_000483.3	P13569
A0A0N4SUP2					
F6QKD2					
E9PYI3					
A0A1B0GS54					
P17095	111241;15361	NP_001020598.1;NP_001034445.1;NP_001159948.1;NP_001159949.1;NP_001160007.1;NP_001160008.1;NP_001160009.1;NP_001160011.1;NP_001160012.1;NP_001160013.1;NP_001160014.1;NP_057869.2	3159	NP_665906.1	P17096
Q8C000					
Q3UHH4					
Q8CHS5					
D3YYS2					
Q3UYW0					
D6RG62					
Q8VFW9					
Q5U4H1					
Q8BHE0	270906	NP_780772.1	55771	NP_060774.2	Q96HE9
B3STQ4					
P70259	18241	NP_035081.3	4935	NP_000264.2	P51810
Q8VE70	56426	NP_062719.2	11235	NP_665858.1	Q9BUL8
A8WHU2					
J3QJY4					
A0A0A6YW34					
Q8VDM7					
A0A0U1RP11					
F6TK14					
Q3U1L5					
Q61304					
A0A087WQW5					
Q8C5G0					
D3Z4N8					
Q3TSN9					
B5UB69					
Q149Q9					
F8WJC1					
B1AU64					
Q9CTB9					
B1AR10					
D3Z4T1					
A0A087WRK4					
D6RGB0					
Q8BI87					
Q5M8R7					
F6TB64					
Q8BZW9					
Q6PCW6	72383	NP_001074844.1	84518		Q9BYD5
A6PWP3					
A0A1B0GR87					
Q3UX06					
Q3UFC7					
A0A0A6YVT0					
Q6ZZA1					
A0A0N4SVX9					
Q5NCM6					
Q6LD17					
Q05C65					
Q8BYE0					
Q8BVD4					
Q8BMQ8	270096	NP_001041608.1;NP_766603.1	22879	NP_055755.1	Q7L1V2
Q9CQT6	67507	NP_080484.1;XP_006527359.1;XP_017173768.1	143379	NP_653262.1	Q8WW14
P17950	15936	NP_034629.3	9592	NP_004898.2	Q9BTL4
D3Z622					
H3BL82					
I3RSH5					
F6URE6					
Q2NKI0					
Q3UWJ8					
A0A075DCI1					
A0A0N4SUK4					
B1AVZ5					
Q3TVP4					
F6WK13					
Q8BG18	69352	NP_848732.3	64168	NP_071746.1	Q8N987
Q3TN69					
F6XGJ4					
A2AHX6					
G3UYQ3					
F8WGV9					
F6VSC7					
Q8CEY4					
Q61139	18554	NP_001268863.1;NP_032820.2;XP_017168699.1	9159	NP_004707.2	Q16549
Q3V0Y9					
Q8K2V6	76582	NP_083941.2;XP_006517849.1	51194	NP_001128251.1	Q9UI26
F6SC55					
Q80WT5	216549	NP_001239432.1;NP_001277474.1;NP_852076.1	54812	NP_982261.2	Q6ULP2
A0A0A6YWJ4					
Q8CDU0					
Q9JI78	59007	NP_067479.2	55768	NP_060767.2	Q96IV0
Q3U429					
D3YY76					
Q9CTR0					
B2RUK9					
D3YYP5					
Q3TQW3					
Q6P6F3					
V9GXS5					
Q9CRQ1					
J3QN16					
Q66JV4	77604	NP_945195.1;XP_011248435.1;XP_017175942.1;XP_017175943.1	389677	NP_976324.2	Q8IXT5
D3YXF8					
A0A0G2JG48					
Q9R161					
A0A0A6YWL7					
Q9CR00	67151	NP_080276.2	5715	NP_002804.2	O00233
Q91WF9					
Q9D8T3	69159	NP_081243.1	121268	NP_653194.1	Q8TAI7
F6WVB0					
A0A0J9YU58					
Q9JJZ6	50794	NP_067341.2	51621	NP_057079.2	Q9Y2Y9
Q3TTG8					
Q3USW3					
H8ZX80					
Q8C3W4					
Q3UXC4					
Q58E49					
Q9D1J2					
A0A0G2JFC4					
D3Z2V8					
A2AGD7					
Q3U1P2					
D3Z0M2					
P49312	15382	NP_034577.1			
G3UZZ9					
Q3ULN7					
D3Z1K8					
E9QLZ1					
G3UVV6					
Q9D9J4					
A3RL32					
E9Q9L3					
G3UW37					
A2VCP5					
F6U8B9					
E0CXQ8					
Q58EV3					
A0A0R4J177					
J3QMC0					
Q8VFV9					
Q3B877					
A4PBQ8					
Q3UQD0					
E9Q1V3					
Q68ED2	108073	NP_796302.2	2917	NP_000835.1	Q14831
Q7TRA2					
F2Z3Y8					
Q6W5C0	330122	NP_976065.1			
B8JJ81					
Q6W060					
Q56A16					
A0A087WQT6					
F6RST1					
A0A0J9YUZ8					
O54732	17388	NP_032635.1	4324	NP_002419.1	P51511
Q0VDU1					
Q8BL33					
Q3TQ39					
A2AEV8					
Q8CCL8					
Q3T9E1					
F6X674					
A2ASX8					
Q5M8S2	74306	NP_898926.2	100287362	NP_001192200.1	E5RG02
Q62181	20348	NP_038685.3	10512	NP_006370.1	Q99985
Q3TRR5					
A2A9I0					
Q7TNS7	241118	NP_898843.1	55515	NP_878267.2	Q96FT7
F6YHA9					
Q3UUP5					
Q922V9					
Q8BMG0					
Q3UPG8					
A7UHA0					
Q3UP56					
Q812G4					
Q8BNW2					
B1APX5					
Q8C4M5					
Q3UGB2					
J3QM72					
F8WGD2					
Q3V0J7					
Q99PI5	64898	NP_075020.2;XP_006524850.1;XP_006524851.1	9663		Q92539
E9Q7P9	268663	NP_001028536.2	54825	NP_001165447.1	Q9BYE9
Q8BGC9	263764	NP_733485.1	200407	NP_722578.1	Q8IUH2
A2AT70					
Q3ZCX9					
Q8BHK6	75345	NP_653122.2;XP_011237177.1;XP_011237178.1	57823	NP_067004.3	Q9NQ25
Q2KHK9					
Q5XQK6					
D3Z106					
Q542Q9					
Q8C4L2					
Q9QZH6	26940	NP_001240826.1;NP_001240827.1;NP_036159.1;XP_006510433.1;XP_011240840.1	51295	NP_057665.2	Q9BQ95
A0A0G2JGA3					
Q9DCH0					
Q3TEL4					
Q8VC33	234404	NP_663573.1	115861	NP_612463.1	Q96CM4
Q3V2Q8	100637	NP_598659.3	90634	NP_001273388.1	Q5TBK1
Q3B7Y0					
A0A087WPP9					
Q9CS72					
F8VQ42					
E9Q390					
L0N6C1					
Q3U232					
X5J5P3					
Q3TRL6					
Q8C556					
B7ZCB4					
E9QJT2					
F6TNE3					
Q52L73					
B1AZR7					
Q8R3Y9					
Q3TQ28					
Q3U2A4					
D3Z1G3					
A3KGL3					
Q3ZB23					
Q8K4P8	94253	NP_001074817.3;XP_006516873.1;XP_006516874.1;XP_006516875.1	23072	NP_055867.3	Q76N89
A0A0A6YX78					
P06803					
Q3U487	76608	NP_780453.1	79654	NP_078878.3	Q5T447
B9EKJ7					
D3YZ95					
A0A0G2JG85					
A0A0N4SUT5					
Q3TZR3					
P70310	18217	NP_032773.2	23620	NP_036476.1	O95665
D3YV78					
Q3UIJ0					
D3Z487					
D3YYN7					
Q6P9Y5					
X2BZC5					
Q8CDG7					
Q3V116					
B1AXI9					
S4R1V2					
F7C9F6					
Q7TRZ3					
Q64737	14450	NP_034386.2;XP_006522973.1;XP_006522974.1;XP_006522975.1	2618	NP_000810.1	P22102
Q2TFM8					
Q9DBH1					
Q9WUU9	54387	NP_062307.2	8888	NP_003897.2	O60318
A0A075B5Y3					
K7TH54					
G5E8J6					
Q3TX60					
E9Q5D9					
A0A0D5ZYC4					
D6RFB8					
Q32M29					
E9Q0N2					
Q9CUL1					
P23578	11434	NP_038483.1	49	NP_001088.2	P10323
B7ZP49					
Q6ZQM1					
Q9CVL7					
O35194					
Q8BP60					
F7B4F0					
Q3U3K0					
P97427	12933	NP_031791.3	1400		Q14194
A0A0J9YUR0					
A0A0R4J203					
B8JJZ7					
A0A0G2JGI6					
A2AQ77					
Q02067	17172	NP_032579.2	429	NP_004307.2	P50553
P10922	14958	NP_032223.2	3005	NP_005309.1	P07305
Q3UZS1					
A0A1B0GRF6					
X5J4K8					
D3Z331					
X5J504					
Q8BQK2					
Q5CZW8					
A0AUK2					
Q3TQB5					
M1JB80					
Q9CZI5					
O55020					
Q9D1I6	68463	NP_081008.1;XP_006524906.1;XP_006524907.1	64928	NP_115487.2	Q6P1L8
Q9CRJ8					
Q8BJU7					
Q9D742	69596	NP_001277961.1;NP_081405.2	55317	NP_001191375.1	Q9NUS5
Q8C5L0					
Q8CJ74					
A0A1B0GSF6					
Q8K0M0					
Q9R0D2					
Q6TL19	73707	NP_001074545.1			
D3YU80					
Q5NBU5	628100	NP_001093158.1;XP_006533965.2	162517	NP_694962.1	Q8N4B4
Q5UE59					
Q78ZN4					
Q61709					
D3YY11					
A2AUU0	228019	NP_001103982.1;NP_663499.2;XP_006499258.1	79828	NP_079046.2	
Q80UH9					
A0A0A6YXZ7					
Q05C80					
Q3UKN2					
G3X8Q1					
A0A0R4IZY4					
Q8K005					
Q9QXG1					
Q6P8K8	71791	NP_082202.1	51200	NP_057436.2	Q9UI42
Q3U9K9					
F6ZJR3					
B2KFY2					
Q2VT29					
Q3ULV6					
Q8BWT7					
Q8BQW6					
Q8C3V9					
Q9QXW0	30840	NP_038937.2	26233	NP_036294.2	Q8N531
Q9CTH3					
Q8BFP9	228026	NP_766253.2	5163	NP_001265478.1	Q15118
J3QP04					
Q3U746					
Q3V3I7					
B9EKM4					
A0A0A6YXT8					
Q91WF0					
Q861Q5					
A0A140LIP6					
A0A087WR28					
Q99KD6					
A0FLF1					
A0A141CM38					
Q641N3					
Q8R232					
Q91W50	229663	NP_659150.1;XP_017175039.1	7812	NP_001229820.1	O75534
A0A0J9YTS8					
Q61911					
Q3TI10					
Q3UKU3					
J3QNQ8					
A2A5V2					
E9QAG7					
A0A0U1RNP7					
Q0VBK8					
M0QWC7					
L7N476					
A0A1C7ZMY4					
Q05694					
Q5R1E0					
O35081					
Q3TXN7					
Q3UFR6					
B1B0E8					
Q80Z58					
