gene,TP53_pval,TP53_cor,e3_ligase
MAST4,0.932274192,0.028,
MOV10,0.932121994,0.028,
PPP1R13B,0.933168796,0.0281,
SLC25A16,0.942983725,0.0281,
MTCH1,0.932114371,0.0281,
AIMP1,0.931390712,0.0283,
DNAJC9,0.930863758,0.0284,
SHQ1,0.946632953,0.0284,
ADCK3,0.930887088,0.0284,
MID1IP1,0.931741141,0.0284,
NDUFA9,0.930702601,0.0285,
YIF1B,0.941805695,0.0285,
GSTM1,0.930694797,0.0286,
RNASE6,0.93547746,0.0287,
GLS2,0.932448541,0.0287,
ERCC6,0.929632928,0.0288,
NDUFA2,0.929632928,0.0288,
SUCO,0.941805695,0.0288,
CCDC127,0.929632928,0.0288,
HDAC8,0.955364447,0.0288,
ADAMTS7,0.954054808,0.0289,
TNIK,0.928046889,0.0291,
PLCE1,0.965630697,0.0292,
GHITM,0.93547746,0.0293,
PSMD8,0.927055373,0.0294,
ACLY,0.927055373,0.0294,
FAT2,0.931390712,0.0298,
PYGL,0.926233184,0.0298,
PDIA3,0.925969635,0.0298,
DCD,0.932448541,0.0299,
GBAS,0.925590734,0.03,
BMP1,0.925590734,0.03,
CSRP3,0.925590734,0.03,
LTBR,0.960973973,0.0301,
GAPVD1,0.925284264,0.0301,
TIMM50,0.925267297,0.0302,
MFSD6,0.932448541,0.0302,
PRR15L,0.933833705,0.0304,
MACF1,0.923806353,0.0305,
ZNF586,0.932448541,0.0305,
FGD5,0.923806353,0.0305,
FMO2,0.937453359,0.0306,
LIAS,0.931131243,0.0306,
SUGP1,0.923549526,0.0306,
ERBB2,0.923159579,0.0307,
NCOA7,0.923159579,0.0307,
PANK4,0.923080787,0.0308,
VSTM2A,0.954054808,0.0308,
LACC1,0.923080787,0.0308,
NRCAM,0.937662766,0.031,
MAL2,0.951227632,0.0311,
ITGB4,0.922280899,0.0311,
SCAMP3,0.921906875,0.0312,
CPVL,0.921906875,0.0312,
GLI3,0.926751266,0.0313,
CNN3,0.921906875,0.0313,
TCERG1,0.921906875,0.0313,
ENTPD7,0.948837942,0.0313,
LIFR,0.958222064,0.0313,
MX2,0.921567816,0.0314,
RALB,0.921567816,0.0314,
KIAA1429,0.921585746,0.0314,
PNMA5,0.936953401,0.0314,
RAB28,0.921567816,0.0315,
STX3,0.921513977,0.0315,
MLLT6,0.923159579,0.0315,
BTN3A3,0.921567816,0.0315,
CNOT10,0.921513977,0.0315,
ZPR1,0.921513977,0.0316,
TFAP2D,0.923080787,0.0316,
PLEKHA7,0.921513977,0.0316,
ZNF830,0.921316911,0.0317,
MAP7D2,0.950247222,0.0318,
CMAS,0.92091406,0.0318,
SSB,0.92004533,0.032,
SLC25A30,0.959196681,0.0321,
HAAO,0.920017803,0.0321,
RORA,0.944007418,0.0321,
SENP3,0.91984624,0.0322,
SPATA5L1,0.919855444,0.0322,
COMMD7,0.919837034,0.0322,
MRPS33,0.919837034,0.0322,
CELF1,0.919837034,0.0323,
FOLH1B,0.958222064,0.0323,
MTHFSD,0.919837034,0.0323,
GUF1,0.918522617,0.0326,
KIAA0232,0.954054808,0.0326,
RANBP3,0.918456916,0.0327,
ITGA11,0.921906875,0.0328,
PPP3CB,0.918311906,0.0328,
LYRM4,0.918311906,0.0328,
HS3ST3A1,0.952497287,0.0329,
MED28,0.919591264,0.0329,
ZWINT,0.932448541,0.0329,
OCIAD1,0.91745612,0.033,
COX7A2,0.91745612,0.033,
CCL21,0.942983725,0.033,
MPLKIP,0.932448541,0.033,
SPATA5,0.91745612,0.033,
LRP1B,0.917174617,0.0331,
HLA-DPA1,0.917145936,0.0331,
ATAD1,0.917117235,0.0332,
STK32C,0.923159579,0.0332,
POTEF,0.916971449,0.0333,
IDH3A,0.916971449,0.0333,
CPM,0.917165059,0.0333,
PSME3,0.916669935,0.0334,
AVL9,0.9166603,0.0334,
ITPKC,0.916641023,0.0334,
CDK20,0.923159579,0.0335,
PI4K2A,0.915664381,0.0336,
JUP,0.915361297,0.0337,
RRP8,0.915204655,0.0338,
PYCR1,0.915224304,0.0338,
EHHADH,0.914343079,0.034,
ARHGAP26,0.91745612,0.034,
TIMM17B,0.919837034,0.034,
ARSB,0.913823253,0.0342,
GTF3A,0.930733799,0.0342,
AHSP,0.917117235,0.0342,
VIPAS39,0.913823253,0.0342,
SNRPB,0.913823253,0.0342,
DYNLL1,0.913823253,0.0342,
RIBC1,0.954054808,0.0343,
HSD17B10,0.913339918,0.0344,
MCAT,0.913329844,0.0344,
FAM171B,0.915664381,0.0344,
TCF12,0.913309691,0.0344,
TNFSF10,0.915498226,0.0345,
SS18L1,0.913151545,0.0345,
CTNNBIP1,0.913151545,0.0345,
ALDH5A1,0.91299325,0.0346,
NDUFB7,0.912972993,0.0346,
ZNF618,0.913823253,0.0346,
KDSR,0.91435301,0.0347,
DZIP1,0.93547746,0.0347,
CLPX,0.912035079,0.0349,
ARHGEF7,0.912024823,0.0349,
CAMK2D,0.912004304,0.0349,
PCBP1,0.911845091,0.035,
C1QC,0.911845091,0.035,
CDKN1B,0.911567527,0.0351,
RPGRIP1,0.941818471,0.0351,
P4HA3,0.92091406,0.0353,
FAM120C,0.910033558,0.0355,
HPRT1,0.908883122,0.0358,
CMTR1,0.908883122,0.0358,
GNG2,0.908883122,0.0358,
BNIP3L,0.93547746,0.0359,
C14orf166,0.908797721,0.0359,
SPTLC1,0.908183304,0.0361,
CNDP2,0.908183304,0.0361,
TBL1XR1,0.908183304,0.0361,
EPS15,0.908161989,0.0362,
KPNA3,0.908129637,0.0362,
RTN2,0.915224304,0.0362,
C3,0.908118848,0.0363,
TIPIN,0.925011243,0.0363,
DNAJC30,0.936974359,0.0364,
MYH2,0.907265127,0.0364,
COX19,0.906756757,0.0365,
MRPL1,0.906129061,0.0366,
BRAF,0.905553261,0.0368,
LACE1,0.905575492,0.0368,
ZNF646,0.922547776,0.0369,
DIP2A,0.905542142,0.0369,
BNIPL,0.916971449,0.0369,
DLD,0.905356181,0.037,
SOGA1,0.905333874,0.037,
FAM193A,0.906626864,0.0371,
ADAMTS5,0.933826316,0.0372,
ZNF521,0.945502596,0.0373,
CECR2,0.917184172,0.0374,
HNRNPA1L2,0.902573273,0.0375,
CSMD3,0.913823253,0.0376,
PLXNA2,0.902846457,0.0377,
KLC3,0.902145789,0.0377,
PIK3CB,0.901729312,0.0378,
TPTE2,0.905333874,0.0378,
PFDN4,0.901516617,0.0379,
UBE2S,0.901539921,0.0379,
KPNA4,0.900991106,0.0381,
SNRPF,0.901002828,0.0381,
GZMA,0.899806863,0.0384,
RBM22,0.899806863,0.0384,
SOWAHC,0.899806863,0.0384,
NLRP7,0.899664119,0.0385,
SAMD9,0.899400192,0.0386,
TUBA1C,0.899412138,0.0386,
EPB42,0.899232275,0.0387,
CNOT6L,0.899232275,0.0387,
MED16,0.899172374,0.0388,
YIPF4,0.898523221,0.0389,
USP33,0.898126156,0.039,
MRPS23,0.898101903,0.039,
ZNF581,0.923159579,0.039,
MED7,0.89967603,0.0391,
CPOX,0.897571897,0.0392,
PRAMEF19,0.93964428,0.0392,
USH2A,0.928873683,0.0392,
FBXO47,0.941926837,0.0393,
WRAP73,0.934105,0.0393,
VNN1,0.929632928,0.0394,
DPP7,0.896306475,0.0394,
ATRNL1,0.912214527,0.0394,
ELTD1,0.932448541,0.0395,
SAP30BP,0.896306475,0.0396,
HSPB7,0.918494472,0.0396,
SURF4,0.896306475,0.0397,
TAF8,0.896154613,0.0397,
MAP3K3,0.896142201,0.0398,
GABARAPL2,0.896142201,0.0398,
ZNF800,0.941792913,0.0398,
PTGFRN,0.895825944,0.0399,
DOK7,0.941792913,0.0399,
DSC2,0.898258543,0.0399,
ATP6V1A,0.895642669,0.04,
ABHD17B,0.941926837,0.04,
TYW5,0.895484205,0.0401,
RECQL4,0.913299611,0.0401,
TMOD1,0.89547169,0.0401,
TARBP2,0.895459171,0.0401,
MCM3AP,0.895166933,0.0402,
MTUS1,0.895166933,0.0402,
OTUD4,0.894970354,0.0403,
DLG1,0.894702791,0.0404,
ZDHHC13,0.89456896,0.0404,
AFM,0.893816288,0.0405,
TYROBP,0.926751266,0.0405,
ATP5J2,0.893816288,0.0405,
ARMC1,0.893816288,0.0405,
FH,0.893618462,0.0406,
NFAT5,0.905542142,0.0406,
MTFR1,0.893298943,0.0407,
RELA,0.893618462,0.0407,
MLH1,0.893298943,0.0408,
FAM127C,0.893298943,0.0408,
MTOR,0.893298943,0.0408,
EXOSC4,0.893298943,0.0408,
STEAP4,0.893298943,0.0408,
EIF2AK2,0.893298943,0.0408,
UBAP1,0.893298943,0.0408,
CAT,0.893298943,0.0409,
SYCP2,0.913823253,0.041,
PRSS22,0.942983725,0.041,
HPS5,0.893298943,0.0411,
RSF1,0.892746751,0.0412,
ZNF841,0.900704641,0.0413,
GCSH,0.892355518,0.0413,
RAB11A,0.892020796,0.0414,
NUP107,0.892020796,0.0414,
ADO,0.891859749,0.0414,
SNRPD1,0.891846691,0.0415,
ZNF8,0.896306475,0.0415,
DCLK3,0.935520443,0.0415,
ZCCHC12,0.90963623,0.0415,
ADAT2,0.93964428,0.0415,
CYB561,0.945980976,0.0415,
SPI1,0.899806863,0.0416,
TMEM30B,0.945980976,0.0417,
RRAGB,0.890778736,0.0417,
SULT1A1,0.890778736,0.0417,
IMPDH1,0.890508153,0.0418,
CAND2,0.890508153,0.0418,
LTN1,0.890508153,0.0418,
LAP3,0.890508153,0.0418,
CPQ,0.890508153,0.0418,
NAPB,0.890508153,0.0418,
ADAM15,0.893298943,0.0418,
IPO13,0.890508153,0.0419,
ACD,0.912983123,0.042,
FGL2,0.889860007,0.042,
PCP4L1,0.921513977,0.0421,
PSMB9,0.888719177,0.0422,
GPAM,0.896572007,0.0422,
NUP85,0.888719177,0.0422,
TEC,0.911202557,0.0423,
RAB3IL1,0.888420485,0.0423,
MIS18BP1,0.91548844,0.0423,
CNDP1,0.888420485,0.0423,
XRCC4,0.888420485,0.0423,
NCOA6,0.888420485,0.0424,
TECPR1,0.888420485,0.0424,
CEP192,0.888420485,0.0424,
ABCC12,0.907135341,0.0424,
PABPN1,0.888420485,0.0425,
PTK6,0.891467725,0.0425,
TLK1,0.888420485,0.0425,
C11orf57,0.911865658,0.0425,
DLGAP3,0.942983725,0.0426,
KRT79,0.888408252,0.0426,
NNT,0.888394694,0.0426,
USP46,0.892020796,0.0427,
PRIM2,0.887672142,0.0428,
GUK1,0.887672142,0.0428,
PSMD10,0.887726763,0.0428,
DNLZ,0.887385463,0.0429,
TOP3A,0.88692063,0.0431,
SCAMP2,0.886851731,0.0431,
GPC6,0.886906857,0.0431,
ERMP1,0.886893081,0.0431,
GTPBP2,0.904681619,0.0433,
SLC25A14,0.942685133,0.0433,
SERPINB1,0.886508876,0.0433,
DALRD3,0.896306475,0.0435,
FSCN1,0.88560513,0.0435,
MAP4K2,0.88560513,0.0435,
CD180,0.903215914,0.0435,
RAPH1,0.885549266,0.0435,
LSG1,0.885384053,0.0436,
SCO2,0.885342042,0.0436,
UBL5,0.885370053,0.0436,
UBE2D1,0.884834675,0.0437,
RBBP8,0.911192188,0.0437,
SHH,0.932448541,0.0438,
EMC7,0.884284754,0.0438,
PCNA,0.884559783,0.0438,
MGME1,0.884270604,0.0439,
PLEKHD1,0.927063618,0.044,
PSMF1,0.883843541,0.044,
COX6B1,0.883439713,0.0442,
NCAPG2,0.883468267,0.0442,
DNASE1L3,0.902134227,0.0443,
ZNF616,0.885356049,0.0443,
PTPRD,0.882648946,0.0444,
MAD2L1BP,0.882787158,0.0444,
ACOT13,0.882844654,0.0444,
ACBD7,0.896704725,0.0445,
SCAI,0.882648946,0.0445,
PPP2R3A,0.882648946,0.0445,
EIF3D,0.882648946,0.0445,
PDAP1,0.882648946,0.0445,
DMTN,0.884256451,0.0445,
MFSD10,0.899232275,0.0446,
LDHC,0.882542161,0.0447,
GTF2H3,0.882207111,0.0448,
FLOT2,0.882192615,0.0448,
ACSL6,0.881805521,0.0449,
GTF2IRD2,0.881790971,0.0449,
C9orf40,0.926874451,0.045,
THYN1,0.881498781,0.045,
DPYSL2,0.895642669,0.0452,
TMED10,0.880855007,0.0452,
YWHAH,0.880591454,0.0453,
CD2AP,0.880576726,0.0453,
NCBP1,0.880422782,0.0454,
SGTA,0.880422782,0.0454,
FZD7,0.892355518,0.0454,
HMGN5,0.880422782,0.0454,
IL33,0.921906875,0.0454,
B4GALT7,0.921826555,0.0455,
QSOX2,0.915664381,0.0455,
PARD3,0.880091186,0.0456,
CD9,0.879687363,0.0457,
FAM122A,0.882498819,0.0458,
CPN1,0.878804151,0.0459,
ARRDC2,0.88665965,0.046,
JMJD6,0.878699049,0.046,
FURIN,0.938975456,0.046,
CAP1,0.878789147,0.046,
RECK,0.942983725,0.0461,
HRG,0.877577906,0.0463,
HLA-DQA1,0.8774224,0.0463,
GTF2IRD2B,0.877266817,0.0464,
VSNL1,0.876595061,0.0465,
COMMD4,0.876579739,0.0465,
OSBP2,0.876579739,0.0465,
MCM8,0.883496808,0.0465,
PHLDA3,0.876487729,0.0466,
TOP2B,0.87647238,0.0467,
TTBK1,0.892355518,0.0467,
ARNTL,0.888420485,0.0467,
IDI1,0.876019337,0.0468,
HGS,0.875878488,0.0468,
PTP4A3,0.918166795,0.0469,
DPY19L4,0.943545815,0.0469,
GGCX,0.88342543,0.047,
ZNF227,0.896306475,0.047,
MACC1,0.878789147,0.047,
STAG3,0.885535291,0.0471,
HADHA,0.873604329,0.0473,
DBN1,0.873997131,0.0473,
C8orf82,0.87357281,0.0474,
PDS5B,0.873273945,0.0475,
FAM13B,0.921316911,0.0475,
GTF3C2,0.873273945,0.0475,
JDP2,0.941926837,0.0476,
C7,0.872753757,0.0477,
MTERFD1,0.87647238,0.0477,
HOXB6,0.908883122,0.0477,
CHMP6,0.872737864,0.0477,
AMT,0.933168796,0.0478,
DNAJB1,0.872248359,0.0478,
SKA2,0.927915939,0.0478,
ZNF281,0.87202632,0.048,
ATAT1,0.87202632,0.048,
FER1L5,0.893816288,0.0481,
CSPP1,0.888420485,0.0481,
RSRC1,0.871487102,0.0482,
DHFR,0.871105316,0.0483,
NSFL1C,0.871102433,0.0484,
FKBP5,0.871105316,0.0484,
EIF5A2,0.871053872,0.0485,
CCDC28B,0.933811535,0.0486,
ZADH2,0.870498656,0.0486,
NGLY1,0.870498656,0.0486,
BAHD1,0.896300157,0.0487,
DLAT,0.870065778,0.0488,
SUPT3H,0.915664381,0.0488,
TMCC1,0.8774224,0.0489,
WBP4,0.870065778,0.0489,
MYH4,0.869918485,0.049,
MYL1,0.869758698,0.049,
MYL3,0.869738001,0.0492,
TRAFD1,0.869450758,0.0492,
NDUFC2,0.869179878,0.0493,
GNAT2,0.869130335,0.0493,
SLC26A2,0.93547746,0.0494,
FADS2,0.869064219,0.0494,
ZYG11B,0.868903787,0.0494,
ING5,0.868903787,0.0494,
CCDC117,0.871105316,0.0495,
SOX12,0.896306475,0.0496,
FAM169A,0.877748491,0.0496,
LIN54,0.868499566,0.0496,
ATP6V0A2,0.870498656,0.0497,
TMED9,0.868100396,0.0497,
PANX2,0.926241538,0.0497,
MRPS22,0.867761727,0.0498,
CREB5,0.870498656,0.0498,
PFKM,0.867728239,0.0498,
HAUS4,0.867728239,0.0498,
NFKB1,0.867728239,0.0499,
GXYLT1,0.882648946,0.0499,
HAT1,0.86708309,0.05,
MMP16,0.876549085,0.05,
DESI1,0.871519292,0.05,
IDH2,0.866555149,0.0501,
LGALS4,0.872232387,0.0501,
BPIFB2,0.919837034,0.0501,
DGKH,0.867778465,0.0501,
ATG9A,0.869758698,0.0501,
PLIN5,0.882498819,0.0502,
PAPD7,0.893298943,0.0502,
DHPS,0.86592507,0.0503,
KIAA1217,0.865942082,0.0503,
ZNF319,0.911192188,0.0503,
ZPBP,0.88342543,0.0505,
NADSYN1,0.865310969,0.0505,
VWA1,0.865310969,0.0505,
SIX4,0.883120822,0.0506,
RSBN1L,0.863892817,0.0507,
TXNDC2,0.928046889,0.0508,
SH3GL1,0.863730049,0.0508,
RELL1,0.869163368,0.0508,
PRKAG3,0.913151545,0.0509,
PRR11,0.933811535,0.0509,
SEC14L1,0.863130415,0.051,
PHRF1,0.86307814,0.051,
CEP250,0.862512502,0.0511,
ZNF226,0.891049188,0.0511,
TRADD,0.86203965,0.0512,
C11orf83,0.861934071,0.0513,
MAN1A2,0.870498656,0.0513,
VEZF1,0.862022065,0.0513,
DLEC1,0.877763645,0.0513,
MORC4,0.872090331,0.0514,
S100A4,0.861752658,0.0514,
CYP20A1,0.861682061,0.0515,
JAK3,0.871503199,0.0516,
OAS2,0.861078866,0.0516,
CHMP2A,0.861061116,0.0516,
METTL15,0.860972298,0.0517,
PRKAA1,0.860954521,0.0517,
MIER1,0.860936739,0.0518,
ABCB6,0.86592507,0.0518,
EPB41L1,0.860478833,0.0519,
AGPAT5,0.859798399,0.052,
MSX2,0.912086322,0.0522,
MED24,0.859156428,0.0522,
USP37,0.893618462,0.0522,
SBF2,0.859138382,0.0522,
FAM103A1,0.858973164,0.0522,
ELF3,0.859120331,0.0522,
EHD3,0.85882596,0.0523,
C10orf88,0.900704641,0.0523,
ARMCX3,0.85882596,0.0523,
HS6ST1,0.908183304,0.0524,
PCDHGB3,0.883453992,0.0525,
NR3C1,0.857739702,0.0525,
SNRK,0.898895956,0.0525,
RAB40AL,0.913151545,0.0526,
DDX56,0.857573844,0.0526,
SAMD13,0.902846457,0.0527,
RAB11B,0.857573844,0.0527,
KRT7,0.857573844,0.0527,
DGAT1,0.901516617,0.0527,
SHANK1,0.912962862,0.0527,
RMND1,0.857573844,0.0527,
DCP1B,0.857573844,0.0527,
SEMA3F,0.876426312,0.0528,
RTCB,0.857483595,0.0528,
PAK4,0.857206174,0.0528,
TBC1D20,0.861969282,0.0529,
TBC1D22B,0.856503075,0.053,
SETDB1,0.855688358,0.0531,
RAB32,0.855021547,0.0532,
LDHAL6A,0.854613891,0.0533,
MGA,0.854020055,0.0534,
RRP12,0.854001247,0.0534,
GZMH,0.861699717,0.0534,
ARHGAP5,0.853406707,0.0535,
FDPS,0.85359314,0.0535,
PPIH,0.852548536,0.0538,
MKL1,0.852567569,0.0538,
CCDC19,0.880422782,0.054,
LDLRAP1,0.851485134,0.0541,
USHBP1,0.861061116,0.0541,
ZMYM5,0.929470721,0.0541,
HMOX2,0.850906778,0.0542,
ATF7,0.850192326,0.0544,
KIAA0430,0.850211719,0.0544,
RRAGA,0.849665003,0.0546,
NTPCR,0.849665003,0.0546,
SPTB,0.849665003,0.0546,
FOXB1,0.9166603,0.0547,
CFHR2,0.849038807,0.0548,
CDK1,0.84898,0.0549,
XPOT,0.848417701,0.055,
RAB4A,0.848358612,0.0551,
KIAA0226,0.850607771,0.0551,
HSPA14,0.848358612,0.0551,
ALKBH5,0.848358612,0.0551,
COQ5,0.848233062,0.0552,
FKBP1A,0.84827256,0.0552,
PIAS4,0.848042683,0.0553,
MROH1,0.848213305,0.0553,
CSTA,0.847458718,0.0554,
TOX2,0.850549785,0.0555,
CCDC64B,0.850607771,0.0555,
KRT75,0.847399081,0.0555,
ITIH4,0.847359296,0.0555,
IL1RN,0.847108481,0.0556,
NDUFAF3,0.847279663,0.0556,
CAPG,0.846523073,0.0557,
TACC1,0.846543101,0.0557,
C19orf53,0.850042553,0.0557,
CDK8,0.859522531,0.0558,
SNAP23,0.846503039,0.0558,
SOS2,0.846503039,0.0558,
RHOA,0.846099605,0.0559,
MYH6,0.845947952,0.0559,
SLC12A4,0.84941744,0.0559,
PRDM10,0.87202632,0.0559,
TSR3,0.850491754,0.056,
CLDN7,0.849358828,0.056,
OXR1,0.845796259,0.056,
CGN,0.845097971,0.0561,
FAM186B,0.863130415,0.0561,
SEMA4G,0.913820787,0.0562,
NUCKS1,0.844601608,0.0562,
COQ3,0.844601608,0.0563,
UBL7,0.844601608,0.0563,
TRIL,0.893644007,0.0564,
MESDC2,0.843850172,0.0565,
WHAMM,0.932448541,0.0566,
FNTB,0.843747813,0.0566,
C6orf163,0.871454895,0.0567,
RHOD,0.922547776,0.0567,
ZNF76,0.866086943,0.0568,
HEATR5B,0.842609597,0.0569,
POLR1D,0.84695718,0.0569,
TDG,0.870498656,0.0572,
SACM1L,0.84231515,0.0572,
FAM117B,0.842609597,0.0572,
UBAP2L,0.84231515,0.0572,
SARDH,0.842335907,0.0572,
CAMKK2,0.842190494,0.0573,
RANBP1,0.841311211,0.0575,
PARD3B,0.841311211,0.0575,
SSU72,0.841297434,0.0576,
EHMT2,0.840570311,0.0577,
EXOSC8,0.840528206,0.0577,
IFNGR1,0.910914117,0.0578,
CENPH,0.887713113,0.0578,
GRWD1,0.840374238,0.0578,
LEMD2,0.840199122,0.0578,
PRMT7,0.841311211,0.0579,
CEP89,0.878278883,0.0579,
PGK2,0.840023912,0.0579,
NDUFB11,0.839141015,0.058,
PRUNE2,0.86998399,0.0581,
TBC1D10B,0.838587477,0.0581,
MAPK13,0.838038352,0.0583,
ZCCHC10,0.893298943,0.0583,
ARMC10,0.838038352,0.0583,
NRAS,0.837952555,0.0584,
COL20A1,0.916152817,0.0584,
ROS1,0.846382725,0.0585,
UBE2O,0.836846855,0.0586,
ENPP6,0.881038098,0.0587,
MICALL2,0.836294706,0.0588,
DENND4A,0.836052388,0.0589,
SNW1,0.836052388,0.0589,
MRGBP,0.836052388,0.0589,
CERS4,0.844601608,0.0589,
CCDC57,0.836052388,0.0589,
ZNF655,0.875049308,0.0591,
CAMSAP1,0.83489779,0.0592,
ADCY2,0.879826945,0.0593,
ZNF687,0.834476106,0.0593,
C9orf16,0.849208633,0.0593,
DAB2IP,0.834476106,0.0593,
ANKRD39,0.842252847,0.0594,
PRNP,0.834253931,0.0594,
PREX2,0.883843541,0.0595,
MSL3,0.847438844,0.0595,
BCS1L,0.834143482,0.0595,
ACOT7,0.834253931,0.0595,
ARL4C,0.83392086,0.0596,
HDAC9,0.833943003,0.0596,
AFTPH,0.83396514,0.0596,
EMG1,0.833585972,0.0597,
TCF7L1,0.868067016,0.0597,
RTN4IP1,0.833585972,0.0597,
PSMD3,0.833072588,0.0599,
CLCA2,0.880399701,0.0599,
MTCL1,0.858200388,0.0599,
LMBRD1,0.844438802,0.06,
GBA,0.832602262,0.06,
ATP11B,0.853090261,0.0601,
DDX55,0.832019499,0.0601,
TRPM8,0.882648946,0.0601,
EDEM2,0.887713113,0.0602,
CTAGE1,0.831637946,0.0602,
ATXN2L,0.831569725,0.0603,
ACTN3,0.83154716,0.0604,
HMOX1,0.83154716,0.0604,
EIF2S1,0.831434243,0.0605,
GINS3,0.840199122,0.0605,
B3GALT6,0.871422672,0.0605,
KDM5C,0.830938989,0.0606,
DHX35,0.830938989,0.0606,
ANXA1,0.83071322,0.0607,
IL7,0.882844654,0.0607,
IFI44,0.830735937,0.0607,
RAB30,0.83071322,0.0607,
HIGD2A,0.853090261,0.0607,
RPL34,0.83071322,0.0607,
OTUD1,0.912014564,0.0609,
PCMTD2,0.838544776,0.0609,
LEKR1,0.856910275,0.061,
SAMM50,0.830078299,0.061,
U2AF1,0.830032575,0.061,
SOX11,0.859816342,0.0611,
PNPLA8,0.829670228,0.0611,
ERAP1,0.829307488,0.0612,
KIF2A,0.828877981,0.0613,
URB1,0.828877981,0.0613,
MCOLN1,0.859357562,0.0613,
PLOD1,0.828877981,0.0614,
TXNRD2,0.828877981,0.0614,
CCDC87,0.848193543,0.0614,
ISCA1,0.828877981,0.0614,
GSK3A,0.828877981,0.0615,
TM9SF4,0.828843561,0.0616,
FAR1,0.841311211,0.0616,
ACSM1,0.831637384,0.0617,
NUF2,0.834253931,0.0617,
HMBS,0.828070771,0.0618,
AKR1B10,0.828070771,0.0618,
ZNF207,0.828070771,0.0618,
HNRNPK,0.827977705,0.0619,
MMAA,0.827977705,0.0619,
COL7A1,0.847359296,0.0622,
SRGAP2,0.826019864,0.0622,
SCLT1,0.834253931,0.0622,
CPT1A,0.825812802,0.0623,
BCAP29,0.83005544,0.0624,
RPS14,0.82494744,0.0624,
NEU1,0.824627175,0.0625,
KCNAB1,0.831637946,0.0625,
STX10,0.824627175,0.0625,
NPHP4,0.867761727,0.0625,
SLC1A5,0.824098715,0.0626,
CAMSAP3,0.824282896,0.0626,
LIN7A,0.82397927,0.0627,
NRDE2,0.830169672,0.0627,
ERRFI1,0.918522617,0.0627,
HUS1,0.823931446,0.0628,
MRPS16,0.823883596,0.0628,
C9orf117,0.910924523,0.0629,
MOCS1,0.872548253,0.0629,
PPP1R9A,0.823562337,0.0629,
UBE2N,0.823562337,0.0629,
GNAL,0.823562337,0.0629,
NAP1L1,0.823562337,0.0629,
RMDN1,0.823562337,0.063,
BCAS2,0.823451762,0.0631,
GEN1,0.823562337,0.0631,
CAST,0.823242536,0.0632,
MALSU1,0.830169672,0.0632,
RBFA,0.821960582,0.0634,
TAF12,0.847359296,0.0634,
PRDX1,0.821839143,0.0634,
TALDO1,0.821839143,0.0635,
BRWD1,0.826771581,0.0635,
PRIM1,0.821498225,0.0637,
CLCN4,0.884118848,0.0637,
TXNDC9,0.821498225,0.0637,
PLXNA1,0.821327273,0.0638,
B4GALT4,0.852884506,0.0638,
TUBA4A,0.820727914,0.0639,
DSG2,0.820354342,0.064,
ADAMTSL1,0.887713113,0.0641,
C4orf32,0.892033826,0.0641,
COL9A1,0.877748491,0.0642,
TPPP2,0.833094887,0.0642,
RAB25,0.819029786,0.0643,
FAM89B,0.826978081,0.0644,
CPSF6,0.81876768,0.0644,
ARHGAP18,0.818842248,0.0644,
TMEM55B,0.837156843,0.0645,
IGF2BP2,0.818530127,0.0645,
RPTOR,0.818530127,0.0645,
TMUB1,0.879208649,0.0645,
IFITM2,0.8301925,0.0648,
LSM6,0.817313092,0.0648,
KMT2C,0.817262846,0.0648,
C1orf43,0.862220743,0.0649,
RTN3,0.817099432,0.0649,
CECR1,0.817099432,0.0649,
SNTB1,0.817099432,0.0649,
CNNM3,0.819680121,0.0651,
LARP6,0.864183586,0.0651,
HNRNPH3,0.816709053,0.0651,
TTPAL,0.816709053,0.0651,
CDC42EP5,0.821498225,0.0652,
SLITRK2,0.849038807,0.0652,
HELZ2,0.815926985,0.0653,
OTX1,0.893618462,0.0653,
EDEM1,0.902846457,0.0653,
SPECC1,0.815952366,0.0653,
SLC9B2,0.908883122,0.0653,
SNCA,0.815737517,0.0653,
FMNL3,0.815522489,0.0654,
OLA1,0.815029683,0.0655,
CCDC130,0.842609597,0.0655,
CCDC104,0.815004142,0.0655,
SNRNP40,0.814927475,0.0656,
NSRP1,0.814927475,0.0656,
CC2D1A,0.814799555,0.0657,
APOC2,0.814418989,0.0658,
PAICS,0.814418989,0.0658,
ZMYM4,0.813656585,0.066,
GPBP1,0.821684413,0.0661,
BUD31,0.813388173,0.0661,
RNPC3,0.813388173,0.0661,
MAPKBP1,0.844459171,0.0663,
MGST3,0.812928103,0.0664,
SMG5,0.812928103,0.0664,
PIAS1,0.812928103,0.0664,
AGAP2,0.812928103,0.0665,
FAM160A1,0.824098715,0.0666,
METTL9,0.828843561,0.0667,
ZNF330,0.8117174,0.0668,
RTFDC1,0.81155124,0.0668,
TSPYL5,0.81155124,0.0668,
C6,0.81155124,0.0668,
ITM2B,0.818530127,0.067,
TANC1,0.811174691,0.067,
CEP70,0.893298943,0.0671,
DLC1,0.836294706,0.0671,
FAM83B,0.814799555,0.0672,
SIPA1L1,0.810341878,0.0672,
UNC13A,0.81876768,0.0674,
EXOC6B,0.809287702,0.0674,
CCDC86,0.809067323,0.0675,
ARHGDIB,0.808425264,0.0676,
NDRG4,0.887521987,0.0676,
GPCPD1,0.808264452,0.0677,
CREB3L4,0.826954656,0.0677,
ZC3H12D,0.83311718,0.0677,
